style;name;color;season;image_url;division;gender;age;category;parent_type;subtype;activity_use;sustainability;;description
eqyfb03401;cargo fleece bottom;tzc0;253;;quiksilver;men;adult;clothing;pants;joggers;training;;;Type: Jogger^55% Cotton, 45% Polyester^280Gsm^Fit: Tapered^Drawcord closure^Sidepockets^Cargo pockets^Backpockets^Quiksilver branding
eqyfb03402;graphic jogger;cre0;253;;quiksilver;men;adult;clothing;pants;joggers;training;;;Type: Fleece jogger^Fabric: 60% Cotton, 40% Polyester 280Gsm^Inside brushed^Fit: Regular fit^Fly/Waist: Elasticated waist with cotton drawcord^Right hand side back patched pocket^Sidepockets^Quiksilver art at sidepocket^Quiksilver label pack
eqyfb03402;graphic jogger;ktp0;253;;quiksilver;men;adult;clothing;pants;joggers;training;;;Type: Fleece jogger^Fabric: 60% Cotton, 40% Polyester 280Gsm^Inside brushed^Fit: Regular fit^Fly/Waist: Elasticated waist with cotton drawcord^Right hand side back patched pocket^Sidepockets^Quiksilver art at sidepocket^Quiksilver label pack
eqyfb03403;basic jogger;byj0;253;;quiksilver;men;adult;clothing;pants;joggers;training;;;Type: Fleece jogger^Fabric: 60% Cotton, 40% Polyester 230Gsm^Inside brushed^Fit: Regular fit^Fly/Waist: Elasticated waist with cotton drawcord^Right hand side back patched pocket^Sidepockets^Embroidery at leg^Quiksilver label pack
eqyfb03403;basic jogger;kvj0;253;;quiksilver;men;adult;clothing;pants;joggers;training;;;Type: Fleece jogger^Fabric: 60% Cotton, 40% Polyester 230Gsm^Inside brushed^Fit: Regular fit^Fly/Waist: Elasticated waist with cotton drawcord^Right hand side back patched pocket^Sidepockets^Embroidery at leg^Quiksilver label pack
eqyfb03404;salt water jogger;kvj0;253;;quiksilver;men;adult;clothing;pants;joggers;training;;;Type: Fleece jogger^Fabric: 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester^350Gsm^Inside brushed^Fit: Comfort fit^Rib 1x1 at cuffs^Elasticated waistband with drawcord^Embroidery on Side^Quiksilver recycled woven label pack
eqyfb03404;salt water jogger;sjsh;253;;quiksilver;men;adult;clothing;pants;joggers;training;;;Type: Fleece jogger^Fabric: 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester^350Gsm^Inside brushed^Fit: Comfort fit^Rib 1x1 at cuffs^Elasticated waistband with drawcord^Embroidery on Side^Quiksilver recycled woven label pack
eqyft04113;essentials zip terry;sjsh;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Full zip hoodie^80% Organic Cotton, 20% Recycled Polyester^280Gsm^Unbrushed^Fit: Regular fit^Kangaroo pocket^Hood drawcord^Full zip closure^Quiksilver branding
eqyft04450;big logo hood;byj0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Pop over fleece^Fabric: Cotton-polyester, 280 gsm^Fit: Regular fit^Screen print on front^Quiksilver woven label taken into sideseam^Lining: main body fabric hood lining^Pockets: Pouch pocket^Brushed^Tonal rib at cuffs and bottom hem^Metal eyelets^round tonal drawcords
eqyft04450;big logo hood;kvj0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Pop over fleece^Fabric: Cotton-polyester, 280 gsm^Fit: Regular fit^Screen print on front^Quiksilver woven label taken into sideseam^Lining: main body fabric hood lining^Pockets: Pouch pocket^Brushed^Tonal rib at cuffs and bottom hem^Metal eyelets^round tonal drawcords
eqyft04450;big logo hood;sgrh;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Pop over fleece^Fabric: Cotton-polyester, 280 gsm^Fit: Regular fit^Screen print on front^Quiksilver woven label taken into sideseam^Lining: main body fabric hood lining^Pockets: Pouch pocket^Brushed^Tonal rib at cuffs and bottom hem^Metal eyelets^round tonal drawcords
eqyft04733;essentials raglan crew;byj0;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Crew^80% Organic Cotton, 20% Recycled Polyester^280Gsm^Unbrushed^Fit: Regular fit raglan^Quiksilver branding
eqyft04735;essentials raglan zip;sjsh;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Full zip hoodie^80% Organic Cotton, 20% Recycled Polyester^280Gsm^Unbrushed^Fit: Regular fit raglan^Kangaroo pocket^Hood drawcord^Full zip closure^Quiksilver branding
eqyft04766;everyday zip;kvj0;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Full zip hoodie^80.0% Cotton, 20.0% Polyester^230Gsm^Inside brushed^Fit: Regular fit raglan^Kangaroo pocket^Drawcord hood closure^Full zip closure^colourblocked^Quiksilver branding
eqyft04766;everyday zip;sjsh;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Full zip hoodie^80.0% Cotton, 20.0% Polyester^230Gsm^Inside brushed^Fit: Regular fit raglan^Kangaroo pocket^Drawcord hood closure^Full zip closure^colourblocked^Quiksilver branding
eqyft04951;basic hoodie young men;byj0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 60% Cotton, 40% Polyester 230Gsm^Inside brushed^Fit: Regular^Pockets: Kangaroo pocket^rib at cuff and bottom hem^Jersey hood lining^Hood with drawcord^Quiksilver embroidery at chest^Quiksilver recycled label pack
eqyft04951;basic hoodie young men;gph0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 60% Cotton, 40% Polyester 230Gsm^Inside brushed^Fit: Regular^Pockets: Kangaroo pocket^rib at cuff and bottom hem^Jersey hood lining^Hood with drawcord^Quiksilver embroidery at chest^Quiksilver recycled label pack
eqyft04951;basic hoodie young men;mmz0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 60% Cotton, 40% Polyester 230Gsm^Inside brushed^Fit: Regular^Pockets: Kangaroo pocket^rib at cuff and bottom hem^Jersey hood lining^Hood with drawcord^Quiksilver embroidery at chest^Quiksilver recycled label pack
eqyft04951;basic hoodie young men;wdw0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 60% Cotton, 40% Polyester 230Gsm^Inside brushed^Fit: Regular^Pockets: Kangaroo pocket^rib at cuff and bottom hem^Jersey hood lining^Hood with drawcord^Quiksilver embroidery at chest^Quiksilver recycled label pack
eqyft04952;basic hood zip young men;byj0;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Full zip hooded fleece^Fabric: 60% Cotton, 40% Polyester 230Gsm^Inside brushed^Fit: Regular^Pockets: Kangaroo pocket^Rib at cuff and bottom hem^Jersey hood lining^Hood with drawcord^Quiksilver embroidery at chest^Quiksilver recycled label pack
eqyft04952;basic hood zip young men;kvj0;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Full zip hooded fleece^Fabric: 60% Cotton, 40% Polyester 230Gsm^Inside brushed^Fit: Regular^Pockets: Kangaroo pocket^Rib at cuff and bottom hem^Jersey hood lining^Hood with drawcord^Quiksilver embroidery at chest^Quiksilver recycled label pack
eqyft04952;basic hood zip young men;wdw0;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Full zip hooded fleece^Fabric: 60% Cotton, 40% Polyester 230Gsm^Inside brushed^Fit: Regular^Pockets: Kangaroo pocket^Rib at cuff and bottom hem^Jersey hood lining^Hood with drawcord^Quiksilver embroidery at chest^Quiksilver recycled label pack
eqyft04952;basic hood zip young men;yhp0;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Full zip hooded fleece^Fabric: 60% Cotton, 40% Polyester 230Gsm^Inside brushed^Fit: Regular^Pockets: Kangaroo pocket^Rib at cuff and bottom hem^Jersey hood lining^Hood with drawcord^Quiksilver embroidery at chest^Quiksilver recycled label pack
eqyft04953;basic crew young men;byj0;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Crewneck fleece^Fabric: 60% Cotton, 40% Polyester 230Gsm^Inside brushed^Fit: Regular^Pockets:^Rib at collar,cuff and bottom hem^Quiksilver embroidery at chest^Quiksilver recycled woven label pack
eqyft04953;basic crew young men;gph0;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Crewneck fleece^Fabric: 60% Cotton, 40% Polyester 230Gsm^Inside brushed^Fit: Regular^Pockets:^Rib at collar,cuff and bottom hem^Quiksilver embroidery at chest^Quiksilver recycled woven label pack
eqyft04953;basic crew young men;kvj0;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Crewneck fleece^Fabric: 60% Cotton, 40% Polyester 230Gsm^Inside brushed^Fit: Regular^Pockets:^Rib at collar,cuff and bottom hem^Quiksilver embroidery at chest^Quiksilver recycled woven label pack
eqyft05053;comp logo hoodie;bnd0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 60% Cotton 40% Polyester, 280Gsm^Brushed^Fit: Regular fit^Pockets: Kangaroo pocket^Rib at cuffs and bottom hem^Hood with drawcord^Screen print on front^Quiksilver recycled woven label pack
eqyft05053;comp logo hoodie;cre0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 60% Cotton 40% Polyester, 280Gsm^Brushed^Fit: Regular fit^Pockets: Kangaroo pocket^Rib at cuffs and bottom hem^Hood with drawcord^Screen print on front^Quiksilver recycled woven label pack
eqyft05053;comp logo hoodie;ktp0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 60% Cotton 40% Polyester, 280Gsm^Brushed^Fit: Regular fit^Pockets: Kangaroo pocket^Rib at cuffs and bottom hem^Hood with drawcord^Screen print on front^Quiksilver recycled woven label pack
eqyft05053;comp logo hoodie;kvj0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 60% Cotton 40% Polyester, 280Gsm^Brushed^Fit: Regular fit^Pockets: Kangaroo pocket^Rib at cuffs and bottom hem^Hood with drawcord^Screen print on front^Quiksilver recycled woven label pack
eqyft05053;comp logo hoodie;wbs0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 60% Cotton 40% Polyester, 280Gsm^Brushed^Fit: Regular fit^Pockets: Kangaroo pocket^Rib at cuffs and bottom hem^Hood with drawcord^Screen print on front^Quiksilver recycled woven label pack
eqyft05053;comp logo hoodie;yhp0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 60% Cotton 40% Polyester, 280Gsm^Brushed^Fit: Regular fit^Pockets: Kangaroo pocket^Rib at cuffs and bottom hem^Hood with drawcord^Screen print on front^Quiksilver recycled woven label pack
eqyft05112;keller sherpa;kvjh;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Full zip sherpa hoodie ^100% Polyester^300Gsm^Sherpa lining^Fit: Regular fit^Kangaroo pocket^Hood drawcord with stoppers^Full zip^Branding: Quiksilver recycled leather branding^Flag label at side seam
eqyft05112;keller sherpa;tmsh;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Full zip sherpa hoodie ^100% Polyester^300Gsm^Sherpa lining^Fit: Regular fit^Kangaroo pocket^Hood drawcord with stoppers^Full zip^Branding: Quiksilver recycled leather branding^Flag label at side seam
eqyft05113;cypress keller;ktph;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Full zip hoodie fleece^Fabric: 100% polyester^300Gsm^Fit: regular fit^Lining: Sherpa body, tricot sleeves^Pockets: side pockets^Quilted panels^Hood drawcord with stoppers^Full zip^Branding: Quiksilver recycled leather branding^Flag label at side seam
eqyft05113;cypress keller;sjsh;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Full zip hoodie fleece^Fabric: 100% polyester^300Gsm^Fit: regular fit^Lining: Sherpa body, tricot sleeves^Pockets: side pockets^Quilted panels^Hood drawcord with stoppers^Full zip^Branding: Quiksilver recycled leather branding^Flag label at side seam
eqyft05114;keller 1/4 zip;ktph;253;;quiksilver;men;adult;clothing;pullover;fleece;casual;;;Fabric:Polyester Fleece^Wash:Garment Wash^Fit:Regular Fit^Neck:Stand up collar^Sleeves:Long sleeve^Lining:Unlined^Pockets:Side Pouch Pockets^Branding: Quiksilver recycled leather branding^Flag label at side seam^Quarter zip
eqyft05114;keller 1/4 zip;sjsh;253;;quiksilver;men;adult;clothing;pullover;fleece;casual;;;Fabric:Polyester Fleece^Wash:Garment Wash^Fit:Regular Fit^Neck:Stand up collar^Sleeves:Long sleeve^Lining:Unlined^Pockets:Side Pouch Pockets^Branding: Quiksilver recycled leather branding^Flag label at side seam^Quarter zip
eqyft05115;banging fleece;kvj0;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;"""We partnered with online media kings BangingBees to design a collection that combines the heritage of both brands.^"
eqyft05120;dna crew;csd0;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Crewneck fleece^Fabric: 45% Cotton, 40% Recycled Cotton, 15% Recycled Polyester^370Gr/m2^Inside brushed^Fit: oversized^Rib 1x1 at cuffs and bottom hem^Art on chest^Quiksilver recycled woven label pack
eqyft05120;dna crew;kvj0;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Crewneck fleece^Fabric: 45% Cotton, 40% Recycled Cotton, 15% Recycled Polyester^370Gr/m2^Inside brushed^Fit: oversized^Rib 1x1 at cuffs and bottom hem^Art on chest^Quiksilver recycled woven label pack
eqyft05120;dna crew;tkr;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Crewneck fleece^Fabric: 45% Cotton, 40% Recycled Cotton, 15% Recycled Polyester^370Gr/m2^Inside brushed^Fit: oversized^Rib 1x1 at cuffs and bottom hem^Art on chest^Quiksilver recycled woven label pack
eqyft05121;dna hoodie;kvj0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 45% Cotton, 40% Recycled Cotton, 15% Recycled Polyester^370Gr/m2^Inside brushed^Fit: oversized^Hood with drawcord^Rib 1x1 at cuffs and bottom hem^Art on chest^Quiksilver recycled woven label pack
eqyft05121;dna hoodie;rzm0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 45% Cotton, 40% Recycled Cotton, 15% Recycled Polyester^370Gr/m2^Inside brushed^Fit: oversized^Hood with drawcord^Rib 1x1 at cuffs and bottom hem^Art on chest^Quiksilver recycled woven label pack
eqyft05121;dna hoodie;sjsh;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 45% Cotton, 40% Recycled Cotton, 15% Recycled Polyester^370Gr/m2^Inside brushed^Fit: oversized^Hood with drawcord^Rib 1x1 at cuffs and bottom hem^Art on chest^Quiksilver recycled woven label pack
eqyft05122;keller block zip;kvjh;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Full zip hooded fleece^Fabric: 100% Polyester^300Gr/m2^Fit: Regular Fit^Colourblocked^Pockets: Kangaroo pocket^Hood with drawcord^Branding: Quiksilver recycled leather branding^Flag label at side seam
eqyft05122;keller block zip;sjsh;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Full zip hooded fleece^Fabric: 100% Polyester^300Gr/m2^Fit: Regular Fit^Colourblocked^Pockets: Kangaroo pocket^Hood with drawcord^Branding: Quiksilver recycled leather branding^Flag label at side seam
eqyft05123;keller hoodie;kvjh;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 100% Polyester^300Gr/m2^Fit: Regular Fit^Pockets: Kangaroo pocket^Hood with drawcord^Branding: Quiksilver recycled leather branding^Flag label at side seam
eqyft05123;keller hoodie;sjsh;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 100% Polyester^300Gr/m2^Fit: Regular Fit^Pockets: Kangaroo pocket^Hood with drawcord^Branding: Quiksilver recycled leather branding^Flag label at side seam
eqyft05124;keller crew;kvjh;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Crewneck fleece^Fabric: 100% Polyester^300Gr/m2/^Fit: Regular Fit^Branding: Recycled leather branding^ Flag label at side seam
eqyft05124;keller crew;sjsh;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Crewneck fleece^Fabric: 100% Polyester^300Gr/m2/^Fit: Regular Fit^Branding: Recycled leather branding^ Flag label at side seam
eqyft05125;keller vest;kvjh;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Full zip vest^Fabric: 100% Polyester^300Gr/m2^Fit: Regular Fit^Colourblocked^Pockets: Hand pockets^Branding: Quiksilver recycled leather branding^Flag label at side seam
eqyft05126;salt water graphic hoodie;kvj0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester^280Gsm^Inside brushed^Fit: Comfort fit^Hood with drawcord^Rib 1x1 at cuffs and bottom hem^Kangaroo pocket^Art on chest and back^Quiksilver recycled woven label pack
eqyft05126;salt water graphic hoodie;tkr;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester^280Gsm^Inside brushed^Fit: Comfort fit^Hood with drawcord^Rib 1x1 at cuffs and bottom hem^Kangaroo pocket^Art on chest and back^Quiksilver recycled woven label pack
eqyft05127;salt water graphic crew;bnd0;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Crewneck fleece^Fabric: 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester^280Gsm^Inside brushed^Fit: Comfort fit^Rib 1x1 at cuffs and bottom hem^Art on chest and back^Quiksilver recycled woven label pack
eqyft05127;salt water graphic crew;cmd0;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Crewneck fleece^Fabric: 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester^280Gsm^Inside brushed^Fit: Comfort fit^Rib 1x1 at cuffs and bottom hem^Art on chest and back^Quiksilver recycled woven label pack
eqyft05127;salt water graphic crew;gng0;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Crewneck fleece^Fabric: 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester^280Gsm^Inside brushed^Fit: Comfort fit^Rib 1x1 at cuffs and bottom hem^Art on chest and back^Quiksilver recycled woven label pack
eqyft05128;cb hood;csd0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 45% Cotton, 40% Recycled Cotton, 15% Recycled Polyester^370Gr/m2^Inside brushed^Fit: Comfort fit^Rib 1x1 at cuffs and bottom hem^Hood with drawcord^Kangaroo pocket^Colourblocked^Art on chest^Quiksilver recycled woven label pack
eqyft05128;cb hood;ksh0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 45% Cotton, 40% Recycled Cotton, 15% Recycled Polyester^370Gr/m2^Inside brushed^Fit: Comfort fit^Rib 1x1 at cuffs and bottom hem^Hood with drawcord^Kangaroo pocket^Colourblocked^Art on chest^Quiksilver recycled woven label pack
eqyft05131;graphic hoodie;gmw0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 60% Cotton, 40% Polyester, 280 gsm^Inside brushed^Fit: Regular fit^Pockets: Kangaroo pocket^Rib at cuffs and bottom hem^Hood with drawcord^Art on chest and back^Quiksilver recycled woven label pack
eqyft05131;graphic hoodie;ktp0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 60% Cotton, 40% Polyester, 280 gsm^Inside brushed^Fit: Regular fit^Pockets: Kangaroo pocket^Rib at cuffs and bottom hem^Hood with drawcord^Art on chest and back^Quiksilver recycled woven label pack
eqyft05131;graphic hoodie;pkm0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 60% Cotton, 40% Polyester, 280 gsm^Inside brushed^Fit: Regular fit^Pockets: Kangaroo pocket^Rib at cuffs and bottom hem^Hood with drawcord^Art on chest and back^Quiksilver recycled woven label pack
eqyft05131;graphic hoodie;yhp0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric: 60% Cotton, 40% Polyester, 280 gsm^Inside brushed^Fit: Regular fit^Pockets: Kangaroo pocket^Rib at cuffs and bottom hem^Hood with drawcord^Art on chest and back^Quiksilver recycled woven label pack
eqyft05132;graphic crew;ktp0;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Crewneck fleece^Fabric: 60% Cotton, 40% Polyester^280Gr/m2^Brushed^Fit: Regular fit^Rib at collar, cuffs and bottom hem^Art on chest^Quiksilver recycled woven label pack
eqyft05132;graphic crew;rzm0;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Crewneck fleece^Fabric: 60% Cotton, 40% Polyester^280Gr/m2^Brushed^Fit: Regular fit^Rib at collar, cuffs and bottom hem^Art on chest^Quiksilver recycled woven label pack
eqyft05132;graphic crew;tkr;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Crewneck fleece^Fabric: 60% Cotton, 40% Polyester^280Gr/m2^Brushed^Fit: Regular fit^Rib at collar, cuffs and bottom hem^Art on chest^Quiksilver recycled woven label pack
eqyft05133;graphic hood zip;gmw0;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Full zip hooded fleece^Fabric:60% Cotton, 40% Polyester^280Gsm^Inside brushed^Fit: Regular fit^Hood with drawcord^Rib 1x1 at cuffs and bottom hem^Kangaroo pocket^Art on chest and back^Quiksilver recycled woven label pack
eqyft05133;graphic hood zip;ksh0;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Full zip hooded fleece^Fabric:60% Cotton, 40% Polyester^280Gsm^Inside brushed^Fit: Regular fit^Hood with drawcord^Rib 1x1 at cuffs and bottom hem^Kangaroo pocket^Art on chest and back^Quiksilver recycled woven label pack
eqyft05134;zip fleece no hood;kvj0;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Full zip fleece^Fabric:60% Cotton, 40% Polyester^280Gsm^Inside brushed^Fit: Regular fit^Rib 1x1 at inside collar, cuffs and bottom hem^Kangaroo pocket^Art on chest^Quiksilver recycled woven label pack
eqyft05134;zip fleece no hood;wbs0;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Full zip fleece^Fabric:60% Cotton, 40% Polyester^280Gsm^Inside brushed^Fit: Regular fit^Rib 1x1 at inside collar, cuffs and bottom hem^Kangaroo pocket^Art on chest^Quiksilver recycled woven label pack
eqyft05135;zip hood chest logo;ktp0;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Full zip hooded fleece^Fabric:60% Cotton, 40% Polyester^280Gsm^Inside brushed^Fit: Regular fit^Hood with drawcord^Rib 1x1 at cuffs and bottom hem^Kangaroo pocket^Art on chest^Quiksilver recycled woven label pack
eqyft05135;zip hood chest logo;sjsh;253;;quiksilver;men;adult;clothing;pullover;full_zip;casual;;;Type: Full zip hooded fleece^Fabric:60% Cotton, 40% Polyester^280Gsm^Inside brushed^Fit: Regular fit^Hood with drawcord^Rib 1x1 at cuffs and bottom hem^Kangaroo pocket^Art on chest^Quiksilver recycled woven label pack
eqyft05136;screen fleece fineline hoodie;csd0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Full hooded fleece^Fabric:60% Cotton, 40% Polyester^280Gsm^Inside brushed^Fit: Regular fit^Hood with drawcord^Rib 1x1 at cuffs and bottom hem^Kangaroo pocket^Art on chest^Quiksilver recycled woven label pack
eqyft05136;screen fleece fineline hoodie;gmw0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Full hooded fleece^Fabric:60% Cotton, 40% Polyester^280Gsm^Inside brushed^Fit: Regular fit^Hood with drawcord^Rib 1x1 at cuffs and bottom hem^Kangaroo pocket^Art on chest^Quiksilver recycled woven label pack
eqyft05136;screen fleece fineline hoodie;gng0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Full hooded fleece^Fabric:60% Cotton, 40% Polyester^280Gsm^Inside brushed^Fit: Regular fit^Hood with drawcord^Rib 1x1 at cuffs and bottom hem^Kangaroo pocket^Art on chest^Quiksilver recycled woven label pack
eqyft05136;screen fleece fineline hoodie;mmz0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Full hooded fleece^Fabric:60% Cotton, 40% Polyester^280Gsm^Inside brushed^Fit: Regular fit^Hood with drawcord^Rib 1x1 at cuffs and bottom hem^Kangaroo pocket^Art on chest^Quiksilver recycled woven label pack
eqyft05136;screen fleece fineline hoodie;pkm0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Full hooded fleece^Fabric:60% Cotton, 40% Polyester^280Gsm^Inside brushed^Fit: Regular fit^Hood with drawcord^Rib 1x1 at cuffs and bottom hem^Kangaroo pocket^Art on chest^Quiksilver recycled woven label pack
eqyft05136;screen fleece fineline hoodie;tkg;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Full hooded fleece^Fabric:60% Cotton, 40% Polyester^280Gsm^Inside brushed^Fit: Regular fit^Hood with drawcord^Rib 1x1 at cuffs and bottom hem^Kangaroo pocket^Art on chest^Quiksilver recycled woven label pack
eqyft05136;screen fleece fineline hoodie;yhp0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Full hooded fleece^Fabric:60% Cotton, 40% Polyester^280Gsm^Inside brushed^Fit: Regular fit^Hood with drawcord^Rib 1x1 at cuffs and bottom hem^Kangaroo pocket^Art on chest^Quiksilver recycled woven label pack
eqyft05137;screen fleece classic surf;ktp0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric:60% Cotton, 40% Polyester^280Gsm^Inside brushed^Fit: Regular fit^Hood with drawcord^Rib 1x1 at cuffs and bottom hem^Kangaroo pocket^Art on chest^Quiksilver recycled woven label pack
eqyft05137;screen fleece classic surf;kvj0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric:60% Cotton, 40% Polyester^280Gsm^Inside brushed^Fit: Regular fit^Hood with drawcord^Rib 1x1 at cuffs and bottom hem^Kangaroo pocket^Art on chest^Quiksilver recycled woven label pack
eqyft05137;screen fleece classic surf;wbs0;253;;quiksilver;men;adult;clothing;pullover;hoodie;casual;;;Type: Hooded fleece^Fabric:60% Cotton, 40% Polyester^280Gsm^Inside brushed^Fit: Regular fit^Hood with drawcord^Rib 1x1 at cuffs and bottom hem^Kangaroo pocket^Art on chest^Quiksilver recycled woven label pack
eqyft05152;cb crew;kvj0;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Crewneck fleece^Fabric: 45% Cotton, 40% Recycled Cotton, 15% Recycled Polyester^370Gr/m2^Inside brushed^Fit: Comfort fit^Rib 1x1 at cuffs and bottom hem^Colourblocked^Art on chest^Quiksilver recycled woven label pack
eqyft05153;1/4 zip;ksh0;253;;quiksilver;men;adult;clothing;pullover;fleece;casual;;;Type: Quarter zip fleece^Fabric: 45% Cotton, 40% Recycled Cotton, 15% Recycled Polyester^370Gr/m2^Inside brushed^Fit: Comfort fit^Rib 1x1 at cuffs and bottom hem^Sidepockets^Colourblocked^Art on chest^Quiksilver recycled woven label pack
eqyft05154;openbar crew;brg0;253;;quiksilver;men;adult;clothing;pullover;crew;casual;;;Type: Mock layered Crew^Fabric: 45% Cotton, 40% Recycled Cotton, 15% Recycled Polyester 370 gsm brushed back fleece^Fit: Oversized fit^Neck:Crew^Layered cotton waffle sleeve^Softhand screenprint at chest^Quiksilver woven label in sideseam
