style;name;color;season;image_url;division;gender;age;category;parent_type;subtype;activity_use;sustainability;;description
dc02220;dc command;3;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;"Leather, Nubuck, or Suede Upper Construction,^Padded Tongue and Collar for comfort,^Mesh Lining,^UNILITE Midsole for Lightweight Comfort and Support,^180 Degree Airbag for Cushion,^EVA Footbed Provides Cushioning,^Absorption Abrasion-Resistant Sticky Rubber Outsole,^DC Trademark ""Pill Pattern"" Tread"
dc02220;dc command;4;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;"Leather, Nubuck, or Suede Upper Construction,^Padded Tongue and Collar for comfort,^Mesh Lining,^UNILITE Midsole for Lightweight Comfort and Support,^180 Degree Airbag for Cushion,^EVA Footbed Provides Cushioning,^Absorption Abrasion-Resistant Sticky Rubber Outsole,^DC Trademark ""Pill Pattern"" Tread"
dc02220;dc command;102;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;"Leather, Nubuck, or Suede Upper Construction,^Padded Tongue and Collar for comfort,^Mesh Lining,^UNILITE Midsole for Lightweight Comfort and Support,^180 Degree Airbag for Cushion,^EVA Footbed Provides Cushioning,^Absorption Abrasion-Resistant Sticky Rubber Outsole,^DC Trademark ""Pill Pattern"" Tread"
dc02240;alias;2;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;Suede, Nubuck, or Leather Upper Construction^Padded Tongue and Collar for Comfort^Full length Light Weight UNI-LITE Midsole for Comfort^EVA Footbed Provides Cushioning^DC Pill pattern Rubber Outsole
dc02240;alias;102;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;Suede, Nubuck, or Leather Upper Construction^Padded Tongue and Collar for Comfort^Full length Light Weight UNI-LITE Midsole for Comfort^EVA Footbed Provides Cushioning^DC Pill pattern Rubber Outsole
dc02240;alias;210;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;Suede, Nubuck, or Leather Upper Construction^Padded Tongue and Collar for Comfort^Full length Light Weight UNI-LITE Midsole for Comfort^EVA Footbed Provides Cushioning^DC Pill pattern Rubber Outsole
dc02240;alias;410;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;Suede, Nubuck, or Leather Upper Construction^Padded Tongue and Collar for Comfort^Full length Light Weight UNI-LITE Midsole for Comfort^EVA Footbed Provides Cushioning^DC Pill pattern Rubber Outsole
dc02261;dc astrix;1;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;'Leather, Nubuck, or Suede Upper^TPR Rubber Quarter Logo^Foam Padded Collar and Tongue for Comfort^Mesh Lining for Added Comfort^Vent Holes for Breathability^DCs Trademarked Pill Pattern Recessed Tread^Cupsole Construction
dc02261;dc astrix;101;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;'Leather, Nubuck, or Suede Upper^TPR Rubber Quarter Logo^Foam Padded Collar and Tongue for Comfort^Mesh Lining for Added Comfort^Vent Holes for Breathability^DCs Trademarked Pill Pattern Recessed Tread^Cupsole Construction
dc02261;dc astrix;102;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;'Leather, Nubuck, or Suede Upper^TPR Rubber Quarter Logo^Foam Padded Collar and Tongue for Comfort^Mesh Lining for Added Comfort^Vent Holes for Breathability^DCs Trademarked Pill Pattern Recessed Tread^Cupsole Construction
dc02261;dc astrix;256;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;'Leather, Nubuck, or Suede Upper^TPR Rubber Quarter Logo^Foam Padded Collar and Tongue for Comfort^Mesh Lining for Added Comfort^Vent Holes for Breathability^DCs Trademarked Pill Pattern Recessed Tread^Cupsole Construction
dc02261;dc astrix;410;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;'Leather, Nubuck, or Suede Upper^TPR Rubber Quarter Logo^Foam Padded Collar and Tongue for Comfort^Mesh Lining for Added Comfort^Vent Holes for Breathability^DCs Trademarked Pill Pattern Recessed Tread^Cupsole Construction
dc02399;stag wnt;1;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;"'Mix of Specialty Nubuck and Ballistic Nylon^HF Logo^TPU Eyestay^Foil Strobel For Warmth^Foam Padded Tongue and Collar for Support and Comfort^DCs Trademarked ""Pill Pattern"" Tread^Cupsole Construction"
dc02399;stag wnt;235;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;"'Mix of Specialty Nubuck and Ballistic Nylon^HF Logo^TPU Eyestay^Foil Strobel For Warmth^Foam Padded Tongue and Collar for Support and Comfort^DCs Trademarked ""Pill Pattern"" Tread^Cupsole Construction"
dc02547;toddler cg v ;2;253;;dcshoes;boys;toddlers;footwear;shoes;skate;skate;;;Synthetic Upper Materials,^Lightweight Mesh Tongue,^Foam Padded Tongue and Collar for Comfort and Support,^Elastic lace with Power strap,^DCs Trademarked Pill Pattern Tread,^Cupsole Construction
dc02547;toddler cg v ;102;253;;dcshoes;boys;toddlers;footwear;shoes;skate;skate;;;Synthetic Upper Materials,^Lightweight Mesh Tongue,^Foam Padded Tongue and Collar for Comfort and Support,^Elastic lace with Power strap,^DCs Trademarked Pill Pattern Tread,^Cupsole Construction
dc02547;toddler cg v ;210;253;;dcshoes;boys;toddlers;footwear;shoes;skate;skate;;;Synthetic Upper Materials,^Lightweight Mesh Tongue,^Foam Padded Tongue and Collar for Comfort and Support,^Elastic lace with Power strap,^DCs Trademarked Pill Pattern Tread,^Cupsole Construction
dc02635;recon;1;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;'Leather or Nubuck, or Suede Upper Construction^Molded TPU Feature's^Mix of D-Rings and Classic Boot Speed Lacing Hardware^Foil Strobel For Warmth^Gusseted Tongue^Heavy Duty^Tread Focused^Rubber Outsole
dc02635;recon;210;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;'Leather or Nubuck, or Suede Upper Construction^Molded TPU Feature's^Mix of D-Rings and Classic Boot Speed Lacing Hardware^Foil Strobel For Warmth^Gusseted Tongue^Heavy Duty^Tread Focused^Rubber Outsole
dc02741;dc astrix s;25;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;'Super Suede Upper^TPR Rubber Quarter Logo^Foam Padded Collar and Tongue for Comfort^Mesh Lining for Added Comfort^Vent Holes for Breathability^Super Rubber with DCs Trademarked Pill Pattern Recessed Tread^Cupsole Construction
dc02741;dc astrix s;101;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;'Super Suede Upper^TPR Rubber Quarter Logo^Foam Padded Collar and Tongue for Comfort^Mesh Lining for Added Comfort^Vent Holes for Breathability^Super Rubber with DCs Trademarked Pill Pattern Recessed Tread^Cupsole Construction
dc02741;dc astrix s;210;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;'Super Suede Upper^TPR Rubber Quarter Logo^Foam Padded Collar and Tongue for Comfort^Mesh Lining for Added Comfort^Vent Holes for Breathability^Super Rubber with DCs Trademarked Pill Pattern Recessed Tread^Cupsole Construction
dc02741;dc astrix s;301;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;'Super Suede Upper^TPR Rubber Quarter Logo^Foam Padded Collar and Tongue for Comfort^Mesh Lining for Added Comfort^Vent Holes for Breathability^Super Rubber with DCs Trademarked Pill Pattern Recessed Tread^Cupsole Construction
dc02744;dc command;2;253;;dcshoes;women;adult;footwear;shoes;skate;skate;;;"Leather, Nubuck, or Suede Upper Construction,^Padded Tongue and Collar for comfort,^Mesh Lining,^UNILITE Midsole for Lightweight Comfort and Support,^180 Degree Airbag for Cushion,^EVA Footbed Provides Cushioning,^Absorption Abrasion-Resistant Sticky Rubber Outsole,^DC Trademark ""Pill Pattern"" Tread"
dc02744;dc command;3;253;;dcshoes;women;adult;footwear;shoes;skate;skate;;;"Leather, Nubuck, or Suede Upper Construction,^Padded Tongue and Collar for comfort,^Mesh Lining,^UNILITE Midsole for Lightweight Comfort and Support,^180 Degree Airbag for Cushion,^EVA Footbed Provides Cushioning,^Absorption Abrasion-Resistant Sticky Rubber Outsole,^DC Trademark ""Pill Pattern"" Tread"
dc02744;dc command;256;253;;dcshoes;women;adult;footwear;shoes;skate;skate;;;"Leather, Nubuck, or Suede Upper Construction,^Padded Tongue and Collar for comfort,^Mesh Lining,^UNILITE Midsole for Lightweight Comfort and Support,^180 Degree Airbag for Cushion,^EVA Footbed Provides Cushioning,^Absorption Abrasion-Resistant Sticky Rubber Outsole,^DC Trademark ""Pill Pattern"" Tread"
dc02788;toddler manteca v;3;253;;dcshoes;boys;toddlers;footwear;shoes;skate;skate;;;'Synthetic Upper Materials^Lightweight Mesh Tongue^Foam Padded Tongue and Collar for Comfort and Support^Elastic lace with Power strap^DCs Trademarked Pill Pattern Tread^Cupsole Construction
dc02788;toddler manteca v;102;253;;dcshoes;boys;toddlers;footwear;shoes;skate;skate;;;'Synthetic Upper Materials^Lightweight Mesh Tongue^Foam Padded Tongue and Collar for Comfort and Support^Elastic lace with Power strap^DCs Trademarked Pill Pattern Tread^Cupsole Construction
dc02788;toddler manteca v;210;253;;dcshoes;boys;toddlers;footwear;shoes;skate;skate;;;'Synthetic Upper Materials^Lightweight Mesh Tongue^Foam Padded Tongue and Collar for Comfort and Support^Elastic lace with Power strap^DCs Trademarked Pill Pattern Tread^Cupsole Construction
dc02789;dc astrix;1;253;;dcshoes;women;adult;footwear;shoes;skate;skate;;;'Leather, Nubuck, or Suede Upper^TPR Rubber Quarter Logo^Foam Padded Collar and Tongue for Comfort^Mesh Lining for Added Comfort^Vent Holes for Breathability^DCs Trademarked Pill Pattern Recessed Tread^Cupsole Construction
dc02789;dc astrix;101;253;;dcshoes;women;adult;footwear;shoes;skate;skate;;;'Leather, Nubuck, or Suede Upper^TPR Rubber Quarter Logo^Foam Padded Collar and Tongue for Comfort^Mesh Lining for Added Comfort^Vent Holes for Breathability^DCs Trademarked Pill Pattern Recessed Tread^Cupsole Construction
dc02789;dc astrix;272;253;;dcshoes;women;adult;footwear;shoes;skate;skate;;;'Leather, Nubuck, or Suede Upper^TPR Rubber Quarter Logo^Foam Padded Collar and Tongue for Comfort^Mesh Lining for Added Comfort^Vent Holes for Breathability^DCs Trademarked Pill Pattern Recessed Tread^Cupsole Construction
dc02789;dc astrix;430;253;;dcshoes;women;adult;footwear;shoes;skate;skate;;;'Leather, Nubuck, or Suede Upper^TPR Rubber Quarter Logo^Foam Padded Collar and Tongue for Comfort^Mesh Lining for Added Comfort^Vent Holes for Breathability^DCs Trademarked Pill Pattern Recessed Tread^Cupsole Construction
dc02843;recon;310;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;'Leather or Nubuck, or Suede Upper Construction^Molded TPU Feature's^Mix of D-Rings and Classic Boot Speed Lacing Hardware^Foil Strobel For Warmth^Gusseted Tongue^Heavy Duty^Tread Focused^Rubber Outsole
dc03011;dc coiler;1;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;"'Leather, Nubuck, or Suede Upper^Mesh Collar^Medial Perforations for Breathability^Foam Padded Tongue and Collar for Comfort^DCs Trademarked ""Pill Pattern"" Tread^Cupsole Construction"
dc03011;dc coiler;2;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;"'Leather, Nubuck, or Suede Upper^Mesh Collar^Medial Perforations for Breathability^Foam Padded Tongue and Collar for Comfort^DCs Trademarked ""Pill Pattern"" Tread^Cupsole Construction"
dc03011;dc coiler;3;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;"'Leather, Nubuck, or Suede Upper^Mesh Collar^Medial Perforations for Breathability^Foam Padded Tongue and Collar for Comfort^DCs Trademarked ""Pill Pattern"" Tread^Cupsole Construction"
dc03011;dc coiler;25;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;"'Leather, Nubuck, or Suede Upper^Mesh Collar^Medial Perforations for Breathability^Foam Padded Tongue and Collar for Comfort^DCs Trademarked ""Pill Pattern"" Tread^Cupsole Construction"
dc03011;dc coiler;26;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;"'Leather, Nubuck, or Suede Upper^Mesh Collar^Medial Perforations for Breathability^Foam Padded Tongue and Collar for Comfort^DCs Trademarked ""Pill Pattern"" Tread^Cupsole Construction"
dc03011;dc coiler;210;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;"'Leather, Nubuck, or Suede Upper^Mesh Collar^Medial Perforations for Breathability^Foam Padded Tongue and Collar for Comfort^DCs Trademarked ""Pill Pattern"" Tread^Cupsole Construction"
dc03068;pure;3;253;;dcshoes;women;adult;footwear;shoes;skate;skate;;;"Leather, Nubuck, or Suede Upper^Mesh Lining^Foam Padded Tongue and Collar for Comfort and Support^Wrap Cup Construction^Abrasion-Resistant Rubber Outsole^DCs Trademarked ""Pill Pattern"" Tread"
dc03068;pure;4;253;;dcshoes;women;adult;footwear;shoes;skate;skate;;;"Leather, Nubuck, or Suede Upper^Mesh Lining^Foam Padded Tongue and Collar for Comfort and Support^Wrap Cup Construction^Abrasion-Resistant Rubber Outsole^DCs Trademarked ""Pill Pattern"" Tread"
dc03068;pure;102;253;;dcshoes;women;adult;footwear;shoes;skate;skate;;;"Leather, Nubuck, or Suede Upper^Mesh Lining^Foam Padded Tongue and Collar for Comfort and Support^Wrap Cup Construction^Abrasion-Resistant Rubber Outsole^DCs Trademarked ""Pill Pattern"" Tread"
dc03260;net se;25;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;"Specialty Leather or Nubuck Upper^Lightweight Mesh Tongue^Foam Padded Tongue and Collar for Comfort and Support^Vent Holes for Breathability^DCs Trademarked ""Pill Pattern"" Tread^Cupsole Construction"
dc03260;net se;101;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;"Specialty Leather or Nubuck Upper^Lightweight Mesh Tongue^Foam Padded Tongue and Collar for Comfort and Support^Vent Holes for Breathability^DCs Trademarked ""Pill Pattern"" Tread^Cupsole Construction"
dc03265;gaveler se;101;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;Suede Upper^Lightweight Mesh Tongue^Foam Padded Tongue and Collar for Comfort and Support^Vent Holes for Breathability^DCs Trademarked Pill Pattern Tread^Cupsole Construction
dc03265;gaveler se;256;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;Suede Upper^Lightweight Mesh Tongue^Foam Padded Tongue and Collar for Comfort and Support^Vent Holes for Breathability^DCs Trademarked Pill Pattern Tread^Cupsole Construction
dc03265;gaveler se;430;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;Suede Upper^Lightweight Mesh Tongue^Foam Padded Tongue and Collar for Comfort and Support^Vent Holes for Breathability^DCs Trademarked Pill Pattern Tread^Cupsole Construction
dc03266;cure ht wnt;210;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;Mix of Leather, Nubuck or, Suede Upper^Sherpa Lined for Warmth^Foam Padded Tongue and Collar for Added Comfort and Support^Toecap Overlay for Extra Durability^Abrasion-Resistant Sticky Rubber Outsole
dc03266;cure ht wnt;211;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;Mix of Leather, Nubuck or, Suede Upper^Sherpa Lined for Warmth^Foam Padded Tongue and Collar for Added Comfort and Support^Toecap Overlay for Extra Durability^Abrasion-Resistant Sticky Rubber Outsole
dc03267;cure low wnt;25;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;Mix of Leather, Nubuck or, Suede Upper^Hook and Loop Strap and Elastic Laces^Sherpa Lined for Warmth^Foam Padded Tongue and Collar for Added Comfort and Support^Toecap Overlay for Extra Durability^Abrasion-Resistant Sticky Rubber Outsole
dc03267;cure low wnt;210;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;Mix of Leather, Nubuck or, Suede Upper^Hook and Loop Strap and Elastic Laces^Sherpa Lined for Warmth^Foam Padded Tongue and Collar for Added Comfort and Support^Toecap Overlay for Extra Durability^Abrasion-Resistant Sticky Rubber Outsole
dc03268;gaveler wnt;1;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;Nubuck Upper^Sherpa Lined for Warmth^Foam Padded Tongue and Collar for Added Comfort and Support^Toecap Overlay for Extra Durability^Abrasion-Resistant Sticky Rubber Outsole
dc03268;gaveler wnt;210;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;Nubuck Upper^Sherpa Lined for Warmth^Foam Padded Tongue and Collar for Added Comfort and Support^Toecap Overlay for Extra Durability^Abrasion-Resistant Sticky Rubber Outsole
dc03269;gaveler youth wnt;1;253;;dcshoes;boys;kids;footwear;shoes;skate;skate;;;Nubuck Upper^Sherpa Lined for Warmth^Foam Padded Tongue and Collar for Added Comfort and Support^Toecap Overlay for Extra Durability^Abrasion-Resistant Sticky Rubber Outsole
dc03269;gaveler youth wnt;210;253;;dcshoes;boys;kids;footwear;shoes;skate;skate;;;Nubuck Upper^Sherpa Lined for Warmth^Foam Padded Tongue and Collar for Added Comfort and Support^Toecap Overlay for Extra Durability^Abrasion-Resistant Sticky Rubber Outsole
dc03270;gaveler youth wnt elastic;1;253;;dcshoes;boys;kids;footwear;shoes;skate;skate;;;Nubuck Upper^Sherpa Lined for Warmth^Foam Padded Tongue and Collar for Added Comfort and Support^Toecap Overlay for Extra Durability^Abrasion-Resistant Sticky Rubber Outsole^Elastic Laces
dc03270;gaveler youth wnt elastic;210;253;;dcshoes;boys;kids;footwear;shoes;skate;skate;;;Nubuck Upper^Sherpa Lined for Warmth^Foam Padded Tongue and Collar for Added Comfort and Support^Toecap Overlay for Extra Durability^Abrasion-Resistant Sticky Rubber Outsole^Elastic Laces
dc03271;cure ht wnt youth;210;253;;dcshoes;boys;kids;footwear;shoes;skate;skate;;;Mix of Leather, Nubuck or, Suede Upper^Sherpa Lined for Warmth^Foam Padded Tongue and Collar for Added Comfort and Support^Toecap Overlay for Extra Durability^Abrasion-Resistant Sticky Rubber Outsole
dc03271;cure ht wnt youth;256;253;;dcshoes;boys;kids;footwear;shoes;skate;skate;;;Mix of Leather, Nubuck or, Suede Upper^Sherpa Lined for Warmth^Foam Padded Tongue and Collar for Added Comfort and Support^Toecap Overlay for Extra Durability^Abrasion-Resistant Sticky Rubber Outsole
dc03272;cure ht wnt youth elastic;210;253;;dcshoes;boys;kids;footwear;shoes;skate;skate;;;Mix of Leather, Nubuck or, Suede Upper^Sherpa Lined for Warmth^Foam Padded Tongue and Collar for Added Comfort and Support^Toecap Overlay for Extra Durability^Abrasion-Resistant Sticky Rubber Outsole^Elastic Laces
dc03272;cure ht wnt youth elastic;256;253;;dcshoes;boys;kids;footwear;shoes;skate;skate;;;Mix of Leather, Nubuck or, Suede Upper^Sherpa Lined for Warmth^Foam Padded Tongue and Collar for Added Comfort and Support^Toecap Overlay for Extra Durability^Abrasion-Resistant Sticky Rubber Outsole^Elastic Laces
dc03276;court graffik se;1;253;;dcshoes;boys;kids;footwear;shoes;skate;skate;;;";Leather, Nubuck, or Suede Upper Materials^Lightweight Mesh Tongue^Foam Padded Tongue and Collar for Comfort and Support^Vent Holes for Breathability^DCs Trademarked Pill Pattern Tread^Cupsole Construction"
dc03278;dc command se;25;253;;dcshoes;women;adult;footwear;shoes;skate;skate;;;"Leather, Nubuck, or Suede Upper Construction,^Padded Tongue and Collar for comfort,^Mesh Lining,^UNILITE Midsole for Lightweight Comfort and Support,^180 Degree Airbag for Cushion,^EVA Footbed Provides Cushioning,^Absorption Abrasion-Resistant Sticky Rubber Outsole,^DC Trademark ""Pill Pattern"" Tread"
dc03287;dc command;301;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;"Leather, Nubuck, or Suede Upper Construction,^Padded Tongue and Collar for comfort,^Mesh Lining,^UNILITE Midsole for Lightweight Comfort and Support,^180 Degree Airbag for Cushion,^EVA Footbed Provides Cushioning,^Absorption Abrasion-Resistant Sticky Rubber Outsole,^DC Trademark ""Pill Pattern"" Tread"
dc03293;dc astrix se;301;253;;dcshoes;men;adult;footwear;shoes;skate;skate;;;'Leather, Nubuck, or Suede Upper^TPR Rubber Quarter Logo^Foam Padded Collar and Tongue for Comfort^Mesh Lining for Added Comfort^Vent Holes for Breathability^DCs Trademarked Pill Pattern Recessed Tread^Cupsole Construction
edbdp03059;baggy cargo indigo dye boy;brq0;253;;dcshoes;boys;8-16_years;clothing;jeans;cargo;casual;;;"Type: Denim pant^Fabric: 80% Cotton, 20% Recycled Cotton comfort rigid fabric (13 oz)^Zero Chemical EIM score^Fit: Baggy fit^Fly/Waist: Button fly^Metal rivets^DC trim package^Standard waist^Longer rise - dropped crotch^Baggy through hip and thigh^Wide Leg with slight taper^Leg opening 14"""
edbdp03060;worker baggy denim boy bronze;gqq0;253;;dcshoes;boys;8-16_years;clothing;jeans;baggy;casual;;;"Denim pant^Fabric: Comfort rigid denim (13 oz)^80% Cotton, 20% recycled cotton^Medium Impact EIM score^Fit: Baggy fit^Fly/Waist: Button fly^Metal rivets^DC trim package^Standard waist^Longer rise - dropped crotch^Baggy through hip and thigh^Wide Leg with slight taper^Leg opening 14"""
