style;division;gender;age;category;parent_type;subtype;activity_use;sustainability
ebysf00177;billabong;men;adult;clothing;fleece_polar;hoodie;casual;recycled
ebysf00178;billabong;men;adult;clothing;fleece_polar;hoodie;casual;recycled
ebysf00179;billabong;men;adult;clothing;fleece_polar;hoodie;casual;recycled
ebysf00180;billabong;men;adult;clothing;fleece_polar;hoodie;casual;recycled
ebysw00105;billabong;men;adult;clothing;pullover;crew;casual;
ebysw00106;billabong;men;adult;clothing;pullover;crew;casual;recycled
ebywt03015;billabong;men;adult;clothing;shirt;button_up;casual;
ebywt03016;billabong;men;adult;clothing;shirt;button_up;casual;
ebywt03018;billabong;men;adult;clothing;shirt;button_up;casual;
ebyzt00175;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00341;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00357;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00358;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00359;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00360;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00361;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00362;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00363;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00364;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00365;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00366;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00367;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00368;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00369;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00370;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00371;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00374;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00375;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00376;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00377;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00378;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00379;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00380;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00382;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00384;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00385;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00386;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00387;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00388;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00389;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00390;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00391;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00393;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00394;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00395;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00396;billabong;men;adult;clothing;t-shirt;crew;casual;
ebyzt00398;billabong;men;adult;clothing;t-shirt;crew;casual;
jabklroa;billabong;women;adult;accessories;backpack;classic;casual;recycled
300529;dcshoes;men;adult;footwear;shoes;skate;skate;
300660;dcshoes;men;adult;footwear;shoes;skate;skate;
300678;dcshoes;women;adult;footwear;shoes;skate;skate;
301043;dcshoes;women;adult;footwear;shoes;skate;skate;
302361;dcshoes;men;adult;footwear;shoes;skate;skate;
303190;dcshoes;men;adult;footwear;shoes;skate;skate;
320188;dcshoes;men;adult;footwear;shoes;skate;skate;
55300096;dcshoes;men;adult;accessories;cap;stretch;skate;
adbaa03006;dcshoes;boys;kids;accessories;socks;crew;casual;
adbaa03007;dcshoes;boys;kids;accessories;socks;crew;casual;
adbdp03011;dcshoes;boys;8-16_years;clothing;jeans;wide_legged;casual;
adbdp03012;dcshoes;boys;8-16_years;clothing;jeans;wide_legged;casual;
adbfb03009;dcshoes;boys;8-16_years;clothing;pants;joggers;skate;
adbft03065;dcshoes;boys;8-16_years;clothing;pullover;full_zip;casual;
adbft03072;dcshoes;boys;8-16_years;clothing;pullover;crew;casual;
adbha03095;dcshoes;boys;kids;accessories;cap;stretch;skate;
adbha03153;dcshoes;boys;kids;accessories;cap;trucker;skate;
adbha03170;dcshoes;boys;kids;accessories;beanie;knit;snow;
adbha03179;dcshoes;boys;kids;accessories;cap;snapback;skate;
adbha03180;dcshoes;boys;kids;accessories;cap;strapback;skate;
adbha03182;dcshoes;boys;kids;accessories;beanie;knit;snow;
adbhn03006;dcshoes;boys;kids;snow;snow_accessory;mittens;snow;
adbhn03007;dcshoes;boys;kids;snow;snow_accessory;gloves;snow;
adbjk03031;dcshoes;boys;8-16_years;clothing;jackets;puffer;casual;
adbnp03010;dcshoes;boys;8-16_years;clothing;pants;chino;casual;
adbo100009;dcshoes;boys;kids;footwear;snowboard_boots;;snow;
adbs100207;dcshoes;boys;kids;footwear;shoes;skate;skate;
adbs100263;dcshoes;boys;kids;footwear;shoes;skate;skate;
adbs100297;dcshoes;boys;kids;footwear;shoes;skate;skate;
adbs300256;dcshoes;boys;kids;footwear;shoes;skate;skate;
adbs300267;dcshoes;boys;kids;footwear;shoes;skate;skate;
adbs300324;dcshoes;boys;kids;footwear;shoes;skate;skate;
adbs300327;dcshoes;boys;kids;footwear;shoes;skate;skate;
adbs300329;dcshoes;boys;kids;footwear;shoes;skate;skate;
adbs300378;dcshoes;boys;kids;footwear;shoes;skate;skate;
adbs300385;dcshoes;boys;kids;footwear;shoes;skate;skate;
adbs300395;dcshoes;boys;kids;footwear;shoes;skate;skate;
adbs300398;dcshoes;boys;kids;footwear;shoes;skate;skate;
adbs300399;dcshoes;boys;kids;footwear;shoes;skate;skate;
adbs700089;dcshoes;boys;kids;footwear;shoes;skate;skate;
adbs700090;dcshoes;boys;kids;footwear;shoes;skate;skate;
adbs700093;dcshoes;boys;kids;footwear;shoes;skate;skate;
adbs700094;dcshoes;boys;kids;footwear;shoes;skate;skate;
adbtj03029;dcshoes;boys;8-16_years;snow;snowboard_jacket;;snow;
adbtj03030;dcshoes;boys;8-16_years;snow;snowboard_jacket;;snow;
adbtj03031;dcshoes;boys;8-16_years;snow;snowboard_jacket;;snow;
adbtj03032;dcshoes;boys;8-16_years;snow;snowboard_jacket;;snow;
adbtp03011;dcshoes;boys;8-16_years;snow;snowboard_pants;classic;snow;
adbtp03013;dcshoes;boys;8-16_years;snow;snowboard_pants;bib_pants;snow;
adbwt03016;dcshoes;boys;8-16_years;clothing;shirt;shacket;casual;
adbzt03262;dcshoes;boys;8-16_years;clothing;t-shirt;crew;casual;
adbzt03271;dcshoes;boys;8-16_years;clothing;t-shirt;crew;casual;
adbzt03274;dcshoes;boys;8-16_years;clothing;t-shirt;crew;casual;
adbzt03275;dcshoes;boys;8-16_years;clothing;t-shirt;crew;casual;
adbzt03288;dcshoes;boys;8-16_years;clothing;t-shirt;crew;casual;
adgs100097;dcshoes;girls;kids;footwear;shoes;skate;skate;
adgs100098;dcshoes;girls;kids;footwear;shoes;skate;skate;
adgs100099;dcshoes;girls;kids;footwear;shoes;skate;skate;
adgs100100;dcshoes;girls;kids;footwear;shoes;skate;skate;
adgs700034;dcshoes;girls;kids;footwear;shoes;skate;skate;
adgs700035;dcshoes;girls;kids;footwear;shoes;skate;skate;
adjb100012;dcshoes;women;adult;footwear;shoes;skate;skate;
adjha03016;dcshoes;women;adult;accessories;beanie;knit;snow;
adjha03018;dcshoes;women;adult;accessories;beanie;knit;snow;
adjha03021;dcshoes;women;adult;accessories;beanie;knit;snow;
adjhn03014;dcshoes;women;adult;snow;snow_accessory;mittens;snow;
adjhn03015;dcshoes;women;adult;snow;snow_accessory;gloves;snow;
adjo100031;dcshoes;women;adult;footwear;snowboard_boots;;snow;
adjo100032;dcshoes;women;adult;footwear;snowboard_boots;;snow;
adjo100033;dcshoes;women;adult;footwear;snowboard_boots;;snow;
adjo100034;dcshoes;women;adult;footwear;snowboard_boots;;snow;
adjs100156;dcshoes;women;adult;footwear;shoes;skate;skate;
adjs100161;dcshoes;women;adult;footwear;shoes;skate;skate;
adjs100162;dcshoes;women;adult;footwear;shoes;skate;skate;
adjs100172;dcshoes;women;adult;footwear;shoes;skate;skate;
adjs300243;dcshoes;women;adult;footwear;shoes;skate;skate;
adjs300310;dcshoes;women;adult;footwear;shoes;skate;skate;
adjtj03049;dcshoes;women;adult;snow;snowboard_jacket;;snow;
adjtj03051;dcshoes;women;adult;snow;snowboard_jacket;;snow;
adjtj03052;dcshoes;women;adult;snow;snowboard_jacket;;snow;
adjtj03053;dcshoes;women;adult;snow;snowboard_jacket;;snow;
adjtp03023;dcshoes;women;adult;snow;snowboard_pants;classic;snow;
adjtp03030;dcshoes;women;adult;snow;snowboard_pants;bib_pants;snow;
adjtp03032;dcshoes;women;adult;snow;snowboard_pants;classic;snow;
adyaa03130;dcshoes;men;adult;accessories;belt;web;casual;
adyaa03132;dcshoes;men;adult;accessories;school_supplies;pencil_case;school;
adyaa03173;dcshoes;men;adult;accessories;snow_accessory;balaclava;snow;
adyaa03174;dcshoes;men;adult;accessories;snow_accessory;balaclava;snow;
adyaa03187;dcshoes;men;adult;accessories;socks;ankle;casual;
adyaa03188;dcshoes;men;adult;accessories;socks;ankle;casual;
adyaa03189;dcshoes;men;adult;accessories;socks;crew;casual;
adyaa03190;dcshoes;men;adult;accessories;socks;crew;casual;
adyaa03191;dcshoes;men;adult;accessories;socks;invisible_socks;casual;
adyb100018;dcshoes;men;adult;footwear;shoes;skate;skate;
adyb100019;dcshoes;men;adult;footwear;shoes;skate;skate;
adyb700042;dcshoes;men;adult;footwear;footwear_boots;booties;snow;
adyb700044;dcshoes;men;adult;footwear;footwear_boots;booties;snow;
adyb700045;dcshoes;men;adult;footwear;footwear_boots;booties;snow;
adyba03056;dcshoes;men;adult;accessories;bag;shoulder;casual;
adyba03060;dcshoes;men;adult;accessories;bag;waist_pack;casual;
adybp03096;dcshoes;men;adult;accessories;backpack;classic;casual;
adybp03101;dcshoes;men;adult;accessories;backpack;classic;casual;
adybp03102;dcshoes;men;adult;accessories;backpack;classic;casual;
adybp03104;dcshoes;men;adult;accessories;backpack;classic;casual;
adybp03106;dcshoes;men;adult;accessories;backpack;technical;skate;
adybp03109;dcshoes;men;adult;accessories;backpack;classic;casual;
adybp03110;dcshoes;men;adult;accessories;backpack;classic;casual;
adydp03069;dcshoes;men;adult;clothing;jeans;relaxed;casual;
adydp03070;dcshoes;men;adult;clothing;jeans;relaxed;casual;
adydp03074;dcshoes;men;adult;clothing;jeans;straight;casual;
adydp03079;dcshoes;men;adult;clothing;jeans;wide_legged;casual;
adydp03087;dcshoes;men;adult;clothing;jeans;wide_legged;casual;
adydp03091;dcshoes;men;adult;clothing;jeans;straight;casual;
adydp03093;dcshoes;men;adult;clothing;jeans;baggy;casual;
adyfb03069;dcshoes;men;adult;clothing;pants;joggers;skate;
adyfb03072;dcshoes;men;adult;clothing;pants;sweatpants;skate;
adyft03389;dcshoes;men;adult;clothing;pullover;full_zip;casual;
adyft03390;dcshoes;men;adult;clothing;pullover;hoodie;casual;
adyft03416;dcshoes;men;adult;clothing;pullover;hoodie;casual;
adyft03417;dcshoes;men;adult;clothing;pullover;hoodie;casual;
adyft03423;dcshoes;men;adult;clothing;pullover;hoodie;casual;
adyft03440;dcshoes;men;adult;clothing;pullover;hoodie;casual;
adyft03442;dcshoes;men;adult;clothing;pullover;hoodie;casual;
adyha03375;dcshoes;men;adult;accessories;beanie;cuff;snow;
adyha03561;dcshoes;men;adult;accessories;cap;stretch;skate;
adyha03899;dcshoes;men;adult;accessories;cap;snapback;skate;
adyha03902;dcshoes;men;adult;accessories;cap;snapback;skate;
adyha04061;dcshoes;men;adult;accessories;cap;trucker;skate;
adyha04076;dcshoes;men;adult;accessories;beanie;knit;snow;
adyha04077;dcshoes;men;adult;accessories;beanie;knit;snow;
adyha04078;dcshoes;men;adult;accessories;beanie;knit;snow;
adyha04161;dcshoes;men;adult;accessories;cap;snapback;skate;
adyha04164;dcshoes;men;adult;accessories;beanie;knit;snow;
adyha04170;dcshoes;men;adult;accessories;cap;snapback;skate;
adyha04181;dcshoes;men;adult;accessories;cap;snapback;skate;
adyha04195;dcshoes;men;adult;accessories;cap;stretch;skate;
adyha04196;dcshoes;men;adult;accessories;cap;strapback;skate;
adyha04197;dcshoes;men;adult;accessories;cap;strapback;skate;
adyha04198;dcshoes;men;adult;accessories;cap;snapback;skate;
adyha04216;dcshoes;men;adult;accessories;beanie;knit;snow;
adyha04233;dcshoes;men;adult;accessories;cap;strapback;skate;
adyhn03029;dcshoes;men;adult;snow;snow_accessory;mittens;snow;
adyhn03030;dcshoes;men;adult;snow;snow_accessory;gloves;snow;
adyhn03036;dcshoes;men;adult;snow;snow_accessory;mittens;snow;
adyhn03037;dcshoes;men;adult;snow;snow_accessory;gloves;snow;
adyjk03194;dcshoes;men;adult;clothing;jackets;puffer;casual;
adyjk03200;dcshoes;men;adult;clothing;jackets;parka;casual;
adykt03246;dcshoes;men;adult;clothing;t-shirt;crew;casual;
adynp03097;dcshoes;men;adult;clothing;pants;chino;casual;
adynp03098;dcshoes;men;adult;clothing;pants;chino;casual;
adyo100071;dcshoes;men;adult;footwear;snowboard_boots;;snow;
adyo100072;dcshoes;men;adult;footwear;snowboard_boots;;snow;
adyo100073;dcshoes;men;adult;footwear;snowboard_boots;;snow;
adyo100074;dcshoes;men;adult;footwear;snowboard_boots;;snow;
adyo100075;dcshoes;men;adult;footwear;snowboard_boots;;snow;
adyo100076;dcshoes;men;adult;footwear;snowboard_boots;;snow;
adyo100077;dcshoes;men;adult;footwear;snowboard_boots;;snow;
adyo100078;dcshoes;men;adult;footwear;snowboard_boots;;snow;
adyo100079;dcshoes;men;adult;footwear;snowboard_boots;;snow;
adyo200056;dcshoes;men;adult;footwear;snowboard_boots;;snow;
adys100314;dcshoes;men;adult;footwear;shoes;skate;skate;
adys100536;dcshoes;men;adult;footwear;shoes;skate;skate;
adys100551;dcshoes;men;adult;footwear;shoes;skate;skate;
adys100615;dcshoes;men;adult;footwear;shoes;skate;skate;
adys100626;dcshoes;men;adult;footwear;shoes;skate;skate;
adys100634;dcshoes;men;adult;footwear;shoes;skate;skate;
adys100647;dcshoes;men;adult;footwear;shoes;skate;skate;
adys100700;dcshoes;men;adult;footwear;shoes;skate;skate;
adys100742;dcshoes;men;adult;footwear;shoes;skate;skate;
adys100743;dcshoes;men;adult;footwear;shoes;skate;skate;
adys100765;dcshoes;men;adult;footwear;shoes;skate;skate;
adys100766;dcshoes;men;adult;footwear;shoes;skate;skate;
adys100787;dcshoes;men;adult;footwear;shoes;skate;skate;
adys100791;dcshoes;men;adult;footwear;shoes;skate;skate;
adys100819;dcshoes;men;adult;footwear;shoes;skate;skate;
adys100822;dcshoes;men;adult;footwear;shoes;skate;skate;
adys100844;dcshoes;men;adult;footwear;shoes;skate;skate;
adys100852;dcshoes;men;adult;footwear;shoes;skate;skate;
adys200075;dcshoes;men;adult;footwear;shoes;skate;skate;
adys200076;dcshoes;men;adult;footwear;shoes;skate;skate;
adys300126;dcshoes;men;adult;footwear;shoes;skate;skate;
adys300151;dcshoes;men;adult;footwear;shoes;skate;skate;
adys300172;dcshoes;men;adult;footwear;shoes;skate;skate;
adys300591;dcshoes;men;adult;footwear;shoes;skate;skate;
adys300739;dcshoes;men;adult;footwear;shoes;skate;skate;
adys300744;dcshoes;men;adult;footwear;shoes;skate;skate;
adys300763;dcshoes;men;adult;footwear;shoes;skate;skate;
adys300769;dcshoes;men;adult;footwear;shoes;skate;skate;
adys300770;dcshoes;men;adult;footwear;shoes;skate;skate;
adys400043;dcshoes;men;adult;footwear;shoes;skate;skate;
adys400047;dcshoes;men;adult;footwear;shoes;skate;skate;
adys400072;dcshoes;men;adult;footwear;shoes;skate;skate;
adys400073;dcshoes;men;adult;footwear;shoes;skate;skate;
adys400080;dcshoes;men;adult;footwear;shoes;skate;skate;
adys700216;dcshoes;men;adult;footwear;footwear_boots;booties;skate;
adytj03076;dcshoes;men;adult;snow;snowboard_jacket;;snow;
adytj03083;dcshoes;men;adult;snow;snowboard_jacket;;snow;
adytj03087;dcshoes;men;adult;snow;snowboard_jacket;;snow;
adytj03088;dcshoes;men;adult;snow;snowboard_jacket;;snow;
adytj03089;dcshoes;men;adult;snow;snowboard_jacket;;snow;
adytj03091;dcshoes;men;adult;snow;snowboard_jacket;;snow;
adytj03096;dcshoes;men;adult;snow;snowboard_jacket;;snow;
adytj03097;dcshoes;men;adult;snow;snowboard_jacket;;snow;
adytp03042;dcshoes;men;adult;snow;snowboard_pants;classic;snow;
adytp03049;dcshoes;men;adult;snow;snowboard_pants;classic;snow;
adytp03051;dcshoes;men;adult;snow;snowboard_pants;classic;snow;
adytp03052;dcshoes;men;adult;snow;snowboard_pants;bib_pants;snow;
adytp03054;dcshoes;men;adult;snow;snowboard_pants;classic;snow;
adytp03055;dcshoes;men;adult;snow;snowboard_pants;bib_pants;snow;
adytp03056;dcshoes;men;adult;snow;snowboard_pants;classic;snow;
adywt03104;dcshoes;men;adult;clothing;shirt;shacket;casual;
adywt03116;dcshoes;men;adult;clothing;shirt;flannel;casual;
adyzt04985;dcshoes;men;adult;clothing;t-shirt;crew;casual;
adyzt04990;dcshoes;men;adult;clothing;t-shirt;crew;casual;
adyzt05043;dcshoes;men;adult;clothing;t-shirt;crew;casual;
adyzt05372;dcshoes;men;adult;clothing;t-shirt;crew;casual;
adyzt05373;dcshoes;men;adult;clothing;t-shirt;crew;casual;
adyzt05374;dcshoes;men;adult;clothing;t-shirt;crew;casual;
adyzt05377;dcshoes;men;adult;clothing;t-shirt;crew;casual;
adyzt05396;dcshoes;men;adult;clothing;t-shirt;crew;casual;
adyzt05440;dcshoes;men;adult;clothing;t-shirt;crew;casual;
dc02186;dcshoes;boys;kids;footwear;shoes;skate;skate;
dc02220;dcshoes;men;adult;footwear;shoes;skate;skate;
dc02240;dcshoes;men;adult;footwear;shoes;skate;skate;
dc02261;dcshoes;men;adult;footwear;shoes;skate;skate;
dc02399;dcshoes;men;adult;footwear;shoes;skate;skate;
dc02547;dcshoes;boys;toddlers;footwear;shoes;skate;skate;
dc02635;dcshoes;men;adult;footwear;shoes;skate;skate;
dc02741;dcshoes;men;adult;footwear;shoes;skate;skate;
dc02744;dcshoes;women;adult;footwear;shoes;skate;skate;
dc02788;dcshoes;boys;toddlers;footwear;shoes;skate;skate;
dc02789;dcshoes;women;adult;footwear;shoes;skate;skate;
dc02843;dcshoes;men;adult;footwear;shoes;skate;skate;
dc03011;dcshoes;men;adult;footwear;shoes;skate;skate;
dc03068;dcshoes;women;adult;footwear;shoes;skate;skate;
dc03260;dcshoes;men;adult;footwear;shoes;skate;skate;
dc03265;dcshoes;men;adult;footwear;shoes;skate;skate;
dc03266;dcshoes;men;adult;footwear;shoes;skate;skate;
dc03267;dcshoes;men;adult;footwear;shoes;skate;skate;
dc03268;dcshoes;men;adult;footwear;shoes;skate;skate;
dc03269;dcshoes;boys;kids;footwear;shoes;skate;skate;
dc03270;dcshoes;boys;kids;footwear;shoes;skate;skate;
dc03271;dcshoes;boys;kids;footwear;shoes;skate;skate;
dc03272;dcshoes;boys;kids;footwear;shoes;skate;skate;
