style;division;gender;age;category;parent_type;subtype;activity_use;sustainability;sustainability_certification1;sustainability_certification2;fabric_main1;fabric_main2;fabric_main3;fabric_main4;fabric_main5;fabric_main6;fabric_subtype1;lining1;lining2;lining3;lining4;filling;padding_material;technology1;technology2;technology3;technology4;technology5;technology6;technology7;prod_collection;size;dimension_height1;dimension_length1;dimension_width1;dimension_height2;dimension_length2;dimension_width2;volume1;volume2;backpack_size;number_pocket_bag;straps1;straps2;straps3;straps4;visor;lens_tint1;lens_tint2;lens_tint3;lens_tint4;fit1;fit2;fit3;fit4;sleeve_length;leg_length;closure1;closure2;waist;pocket1;pocket2;pocket3;pocket4;pocket5;dress_length;hood;neck;reversible;denim_wash;print;footwear_height;outsole1;outsole2;insole;sole_type;top_shape1;top_shape2;top_shape3;top_shape4;bottom_shape1;bottom_shape2;bottom_shape3;bottom_shape4;bottom_shape5;bottom_shape6;coverage1;coverage2;bra_impact;padding;uv_protection;wetsuit_type;thickness;water-temp;wetsuit_technology1;wetsuit_technology2;wetsuit_technology3;wetsuit_technology4;wetsuit_seam1;wetsuit_seam2;wetsuit-entry;snow_activity;flex_rating;rocker;insulation_level;insulation_technology1;insulation_technology2;waterproofing_level1;waterproofing_technology1;Lumina Comments
EQWZT03199;quiksilver;women;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;;;;;;;;;;;;;;;essentials;;;;;;;;;;;;;;;;;;;;;cropped;standard;;;long_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJKT00117;billabong;women;adult;clothing;top;crew;casual;;;;cotton;;;;;;pointelle;;;;;;;;;;;;;;essentials;;;;;;;;;;;;;;;;;;;;;fitted;;;;long_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQWZT03196;quiksilver;women;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;;;;;;;;;;;;;;;essentials;;;;;;;;;;;;;;;;;;;;;cropped;standard;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJZT00469;billabong;women;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;essentials;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJZT00496;billabong;women;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;essentials;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQYKT04092;quiksilver;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;;;;;;;;;;;;;;;essentials;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B353572;billabong;women;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;essentials;;;;;;;;;;;;;;;;;;;;;relax;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQWKT03199;quiksilver;women;adult;clothing;t-shirt;crew;casual;;;;cotton;modal;;;;;modal;;;;;;;;;;;;;;interconnect;;;;;;;;;;;;;;;;;;;;;boyfriend;;;;long_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQWKT03196;quiksilver;women;adult;clothing;t-shirt;crew;casual;;;;stretch_cotton;;;;;;;;;;;;;;;;;;;;interconnect;;;;;;;;;;;;;;;;;;;;;fitted;;;;long_sleeve;;;;;;;;;;;;turtle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQWZT03198;quiksilver;women;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;;;;;;;;;;;;;;;interconnect;;;;;;;;;;;;;;;;;;;;;cropped;boyfriend;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQWZT03197;quiksilver;women;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;;;;;;;;;;;;;;;interconnect;;;;;;;;;;;;;;;;;;;;;standard;cropped;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B013504;billabong;women;adult;clothing;t-shirt;crew;casual;;;;stretch_cotton;;;;;;jersey;;;;;;;;;;;;;;josie;;;;;;;;;;;;;;;;;;;;;fitted;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJZT06056;roxy;women;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;rib;;;;;;;;;;;;;;keep_a_breast;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23B363503;rvca;women;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;kevin_spanky_long;;;;;;;;;;;;;;;;;;;;;fitted;;;;long_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYZT00306;rvca;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;;;;;;;;;;;;;;;kevin_spanky_long;;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23B353502;rvca;women;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;kevin_spanky_long;;;;;;;;;;;;;;;;;;;;;fitted;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23B353501;rvca;women;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;kevin_spanky_long;;;;;;;;;;;;;;;;;;;;;oversized;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A013501;rvca;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;hemp;;;;;;;;;;;;;;kevin_spanky_long;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A353528;rvca;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;;;;;;;;;;;;;;;kevin_spanky_long;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;chest_pocket;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A013502;rvca;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;;;;;;;;;;;;;;;kevin_spanky_long;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYZT00307;rvca;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;;;;;;;;;;;;;;;kevin_spanky_long;;;;;;;;;;;;;;;;;;;;;relax;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B053503;billabong;women;adult;clothing;top;crew;casual;;;;stretch_cotton;;;;;;;;;;;;;;;;;;;;last_light;;;;;;;;;;;;;;;;;;;;;fitted;;;;long_sleeve;;;;;;;;;;;;boat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24B043502;billabong;women;adult;clothing;top;denim;casual;;;;cotton;;;;;;denim;;;;;;;;;;;;;;last_light;;;;;;;;;;;;;;;;;;;;;bodycon;;;;sleeveless;;;;;;;;;;;;v-neck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBJZT00357;billabong;women;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;lei_daze;;;;;;;;;;;;;;;;;;;;;oversized;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJKT00118;billabong;women;adult;clothing;top;knit;casual;;;;cotton;;;;;;pointelle;;;;;;;;;;;;;;leisure_state;;;;;;;;;;;;;;;;;;;;;fitted;;;;long_sleeve;;;;;;;;;;;;v-neck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADYZT05373;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;;cotton_blend;;;;;;jersey;;;;;;;;;;;;;;lineguide;;;;;;;;;;;;;;;;;;;;;standard;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADYKT03246;dcshoes;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;lineguide;;;;;;;;;;;;;;;;;;;;;standard;;;;short_sleeve;;;;;chest_pocket;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EDYZT04112;dcshoes;men;adult;clothing;tank;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;lineguide;;;;;;;;;;;;;;;;;;;;;standard;;;;sleeveless;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJZT00149;billabong;women;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;magic_hour;;;;;;;;;;;;;;;;;;;;;loose;boyfriend;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJZT00151;billabong;women;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;magic_hour;;;;;;;;;;;;;;;;;;;;;loose;boyfriend;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJZT00152;billabong;women;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;magic_hour;;;;;;;;;;;;;;;;;;;;;loose;boyfriend;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELJKT00122;element;women;adult;clothing;t-shirt;crew;casual;;;;stretch_cotton;;;;;;rib;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;cropped;;;;long_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELJKT00125;element;women;adult;clothing;top;knit;casual;;;;viscose;cotton;;;;;rib;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;loose;;;;long_sleeve;;;;;;;;;;;;mock;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00264;element;boys;8-16_years;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;long_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYKT00176;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;long_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00581;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;long_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYKT00189;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jacquard;;;;;;;;;;;;;;element_x_nature_calls;;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00563;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;relax;;;;long_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00528;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;esp_element_special_projects;;;;;;;;;;;;;;;;;;;;;boxy;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELJKT00121;element;women;adult;clothing;t-shirt;crew;casual;;;;stretch_cotton;;;;;;rib;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;cropped;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBKT00117;element;boys;8-16_years;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;chest_pocket;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYKT00116;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;chest_pocket;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYKT00191;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;element_x_bigfoot;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;chest_pocket;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYKT00198;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;chest_pocket;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00225;element;boys;8-16_years;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00248;element;boys;8-16_years;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00249;element;boys;8-16_years;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00250;element;boys;8-16_years;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00252;element;boys;8-16_years;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00253;element;boys;8-16_years;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00254;element;boys;8-16_years;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00255;element;boys;8-16_years;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00256;element;boys;8-16_years;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;element_x_timber;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00257;element;boys;8-16_years;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;element_x_timber;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00258;element;boys;8-16_years;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;element_x_timber;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00259;element;boys;8-16_years;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;element_x_timber;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00260;element;boys;8-16_years;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00261;element;boys;8-16_years;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00262;element;boys;8-16_years;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00263;element;boys;8-16_years;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00265;element;boys;8-16_years;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00266;element;boys;8-16_years;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00267;element;boys;8-16_years;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBZT00268;element;boys;8-16_years;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;element_x_timber;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELJZT00140;element;women;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYKT00168;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYKT00177;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00152;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00154;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00155;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00553;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00554;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00556;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00572;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;element_x_timber;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00573;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;element_x_timber;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00574;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;element_x_timber;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00575;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;element_x_timber;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00576;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00577;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00578;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00579;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00580;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00582;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;element_x_timber;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00584;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;element_x_bigfoot;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYZT00585;element;men;adult;clothing;t-shirt;crew;casual;;;;cotton;;;;;;jersey;;;;;;;;;;;;;;element_x_bigfoot;;;;;;;;;;;;;;;;;;;;;regular;;;;short_sleeve;;;;;;;;;;;;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
