style;division;gender;age;category;parent_type;subtype;activity_use;sustainability;sustainability_certification1;sustainability_certification2;fabric_main1;fabric_main2;fabric_main3;fabric_main4;fabric_main5;fabric_main6;fabric_subtype1;lining1;lining2;lining3;lining4;filling;padding_material;technology1;technology2;technology3;technology4;technology5;technology6;technology7;prod_collection;size;dimension_height1;dimension_length1;dimension_width1;dimension_height2;dimension_length2;dimension_width2;volume1;volume2;backpack_size;number_pocket_bag;straps1;straps2;straps3;straps4;visor;lens_tint1;lens_tint2;lens_tint3;lens_tint4;fit1;fit2;fit3;fit4;sleeve_length;leg_length;closure1;closure2;waist;pocket1;pocket2;pocket3;pocket4;pocket5;dress_length;hood;neck;reversible;denim_wash;print;footwear_height;outsole1;outsole2;insole;sole_type;top_shape1;top_shape2;top_shape3;top_shape4;bottom_shape1;bottom_shape2;bottom_shape3;bottom_shape4;bottom_shape5;bottom_shape6;coverage1;coverage2;bra_impact;padding;uv_protection;wetsuit_type;thickness;water-temp;wetsuit_technology1;wetsuit_technology2;wetsuit_technology3;wetsuit_technology4;wetsuit_seam1;wetsuit_seam2;wetsuit-entry;snow_activity;flex_rating;rocker;insulation_level;insulation_technology1;insulation_technology2;waterproofing_level1;waterproofing_technology1;Lumina Comments
ERJAA04392;roxy;women;adult;accessories;school_supplies;pencil_case;school;;;;polyester;;;;;;;;;;;;;;;;;;;;;;10_cm;21_cm;6_cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJAA04393;roxy;women;adult;accessories;school_supplies;pencil_case;school;;;;polyester;;;;;;;;;;;;;;;;;;;;;;5_cm;23_cm;8.5_cm;;;;1_l;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJAA04415;roxy;women;adult;accessories;school_supplies;pencil_case;school;;;;polyester;;;;;;;;;;;;;;;;;;;;;;10_cm;21_cm;5_cm;;;;1_l;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJAA04421;roxy;women;adult;accessories;school_supplies;binder;school;;;;polyester;;;;;;;;;;;;;;;;;;;;;;33_cm;29_cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJAA04427;roxy;women;adult;accessories;school_supplies;pencil_case;school;;;;polyester;;;;;;rib;;;;;;;;;;;;;;;;20_cm;8_cm;9_cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJAA00131;billabong;women;adult;accessories;school_supplies;pencil_case;school;;;;cotton;;;;;;canvas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBYAA00110;billabong;men;adult;accessories;school_supplies;pencil_case;school;;;;polyester_blend;;;;;;;;;;;;;;;;;;;;;;;23_cm;8_cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYAA00216;element;men;adult;accessories;small_accessory;;school;;;;paper;polyethylene_terephthalate;;;;;;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQYOT03000;quiksilver;men;adult;accessories;small_accessory;;school;;;;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADBAA03006;dcshoes;boys;kids;accessories;socks;crew;casual;;;;stretch_cotton;polyester;polyamide;elastodiene;;;knit;;;;;;;;;;;;;;lineguide;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADBAA03007;dcshoes;boys;kids;accessories;socks;crew;casual;;;;stretch_cotton;polyester;elastodiene;polyamide;;;knit;;;;;;;;;;;;;;lineguide;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADYAA03187;dcshoes;men;adult;accessories;socks;ankle;casual;;;;stretch_cotton;polyester;polyamide;elastodiene;;;knit;;;;;;;;;;;;;;lineguide;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADYAA03188;dcshoes;men;adult;accessories;socks;ankle;casual;;;;stretch_cotton;polyester;polyamide;elastodiene;;;knit;;;;;;;;;;;;;;lineguide;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADYAA03189;dcshoes;men;adult;accessories;socks;crew;casual;;;;stretch_cotton;polyester;elastodiene;polyamide;;;knit;;;;;;;;;;;;;;lineguide;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADYAA03190;dcshoes;men;adult;accessories;socks;crew;casual;;;;stretch_cotton;polyester;elastodiene;polyamide;;;knit;;;;;;;;;;;;;;lineguide;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADYAA03191;dcshoes;men;adult;accessories;socks;invisible_socks;casual;;;;stretch_cotton;polyester;elastodiene;;;;knit;;;;;;;;;;;;;;lineguide;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYAA00199;element;men;adult;accessories;socks;crew;casual;;;;stretch_cotton;polyester;elastodiene;;;;jacquard;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYAA00200;element;men;adult;accessories;socks;crew;casual;;;;stretch_cotton;polyester;elastodiene;;;;jacquard;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYAA00214;element;men;adult;accessories;socks;crew;casual;;;;stretch_cotton;polyester;elastodiene;;;;jacquard;;;;;;;;;;;;;;element_x_underworld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYAA00215;element;men;adult;accessories;socks;crew;casual;;;;stretch_acrylic;nylon;wool;;;;jacquard;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQYAA04066;quiksilver;men;adult;accessories;socks;crew;casual;;;;stretch_cotton;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQYAA04067;quiksilver;men;adult;accessories;socks;ankle;casual;;;;stretch_cotton;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQYAA04068;quiksilver;men;adult;accessories;socks;invisible_socks;casual;;;;stretch_cotton;polyamide;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJAA04451;roxy;women;adult;accessories;socks;calf;casual;;;;stretch_acrylic;merino_wool;polyester;nylon;;;yarn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJAA04452;roxy;women;adult;accessories;socks;calf;casual;;;;stretch_acrylic;polyester;nylon;;;;yarn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24E603501;billabong;women;adult;accessories;wallet;card_holder;casual;;;;leather;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;snap;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24E603503;billabong;women;adult;accessories;wallet;tri_fold;casual;;;;leather;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;snap;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24E603571;billabong;women;adult;accessories;wallet;tri_fold;casual;;;;cotton;;;;;;corduroy;;;;;;;;;;;;;;since_73;;;;;;;;;;;;;;;;;;;;;;;;;;;fold;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBYAA00126;billabong;men;adult;accessories;wallet;tri_fold;casual;recycled;;;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fold;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBYAA00127;billabong;men;adult;accessories;wallet;tri_fold;casual;;;;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fold;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYAA00203;element;men;adult;accessories;wallet;tri_fold;casual;;;;polyester;;;;;;twill;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;;;;;;;hook_and_loop;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYAA00205;element;men;adult;accessories;wallet;card_holder;casual;;;;pvc;;;;;;hypalon;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;;;;;;;open_top;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYAA00206;element;men;adult;accessories;wallet;tri_fold;casual;;;;pvc;;;;;;hypalon;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;;;;;;;open_top;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYAA00207;element;men;adult;accessories;wallet;bi_fold;casual;;;;pvc;;;;;;hypalon;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;;;;;;;fold;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYAA00210;element;men;adult;accessories;wallet;bi_fold;casual;;;;polyester;;;;;;plain_weave;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;;;;;;;hook_and_loop;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYAA00219;element;men;adult;accessories;wallet;tri_fold;casual;;;;pvc;;;;;;hypalon;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;;;;;;;;;;;;fold;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AQYAA03243;quiksilver;men;adult;accessories;wallet;tri_fold;casual;;;;polyurethane;;;;;;;;;;;;;;;;;;;;essentials;;;;;;;;;;;;;;;;;;;;;;;;;;;fold;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AQYAA03357;quiksilver;men;adult;accessories;wallet;bi_fold;casual;;;;polyurethane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fold;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AQYAA03358;quiksilver;men;adult;accessories;wallet;tri_fold;casual;;;;polyurethane;;;;;;;;;;;;;;;;;;;;essentials;;;;;;;;;;;;;;;;;;;;;;;;;;;fold;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AQYAA03385;quiksilver;men;adult;accessories;wallet;tri_fold;casual;;;;polyurethane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fold;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQYAA03895;quiksilver;men;adult;accessories;wallet;bi_fold;casual;;;;calf_leather;;;;;;;;;;;;;;;;;;;;essentials;;;;;;;;;;;;;;;;;;;;;;;;;;;fold;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQYAA03940;quiksilver;men;adult;accessories;wallet;tri_fold;casual;;;;calf_leather;;;;;;;;;;;;;;;;;;;;essentials;;;;;;;;;;;;;;;;;;;;;;;;;;;fold;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQYAA03960;quiksilver;men;adult;accessories;wallet;bi_fold;casual;;;;calf_leather;;;;;;;;;;;;;;;;;;;;essentials;;;;;;;;;;;;;;;;;;;;;;;;;;;fold;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQYAA04063;quiksilver;men;adult;accessories;wallet;tri_fold;casual;;;;polyester;;;;;;corduroy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fold;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJAA03765;roxy;women;adult;accessories;wallet;tri_fold;casual;;;;polyurethane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fold;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJAA04401;roxy;women;adult;accessories;wallet;bi_fold;casual;;;;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fold;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJAA04403;roxy;women;adult;accessories;wallet;zip;casual;;;;polyurethane;;;;;;faux_leather;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJAA04404;roxy;women;adult;accessories;wallet;tri_fold;casual;;;;polyurethane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fold;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJAA04425;roxy;women;adult;accessories;wallet;zip;casual;;;;polyurethane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;snap;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJAA04426;roxy;women;adult;accessories;wallet;small;casual;;;;polyester;;;;;;corduroy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJAA04455;roxy;women;adult;accessories;wallet;small;casual;;;;polyester;;;;;;corduroy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJAA04456;roxy;women;adult;accessories;wallet;small;casual;;;;polyester;;;;;;jacquard;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23D603501;rvca;men;adult;accessories;wallet;bi_fold;casual;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fold;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJAA00130;billabong;women;adult;accessories;wallet;small;casual;;;;nylon;;;;;;crinkle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBYAA00107;billabong;men;adult;accessories;wallet;tri_fold;casual;;;;leather;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fold;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBYAA00115;billabong;men;adult;accessories;wallet;tri_fold;casual;;;;polyurethane_blend;polyester;;;;;faux_leather;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fold;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBYAA00121;billabong;men;adult;accessories;wallet;bi_fold;casual;recycled;;;polyurethane;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fold;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBYAA00123;billabong;men;adult;accessories;wallet;tri_fold;casual;recycled;;;polyurethane;polyester;;;;;faux_leather;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fold;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAWTGWTA;billabong;men;adult;accessories;wallet;tri_fold;casual;;;;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hook_and_loop;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJAA04442;roxy;women;adult;accessories;wallet;small;casual;;;;polyurethane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fold;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQBEY03011;quiksilver;boys;kids;accessories;sunglasses;square;surf;;;;plastic;nylon;sterling_silver;;;;;;;;;;;uv_resistant;upf_100_sun_protection;;;;;;youth;;;;;;;;;;;;;;;;;category_3-dark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100_uv_sun_protection;;;;;;;;;;;;;;;;;;;
EQBEY03012;quiksilver;boys;kids;accessories;sunglasses;square;surf;;;;bio_nylon;polycarbonate;;;;;;;;;;;;uv_resistant;upf_100_sun_protection;;;;;;youth;;;;;;;;;;;;;;;;;category_3-dark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100_uv_sun_protection;;;;;;;;;;;;;;;;;;;
EQBEY03013;quiksilver;boys;kids;accessories;sunglasses;shield;surf;;;;bio_nylon;polycarbonate;;;;;;;;;;;;uv_resistant;upf_100_sun_protection;;;;;;youth;;;;;;;;;;;;;;;;;category_3-dark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100_uv_sun_protection;;;;;;;;;;;;;;;;;;;
EQYEY03178;quiksilver;men;adult;accessories;sunglasses;square;surf;;;;polycarbonate;polyethylene_terephthalate;;;;;;;;;;;;uv_resistant;upf_100_sun_protection;;;;;;lifestyle;;;;;;;;;;;;;;;;;category_3-dark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100_uv_sun_protection;;;;;;;;;;;;;;;;;;;
EQYEY03183;quiksilver;men;adult;accessories;sunglasses;square;surf;;;;polycarbonate;polyethylene_terephthalate;;;;;;;;;;;;uv_resistant;upf_100_sun_protection;polarized;;;;;lifestyle;;;;;;;;;;;;;;;;;category_3-dark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100_uv_sun_protection;;;;;;;;;;;;;;;;;;;
EQYEY03195;quiksilver;men;adult;accessories;sunglasses;square;surf;;;;polycarbonate;polyethylene_terephthalate;;;;;;;;;;;;uv_resistant;upf_100_sun_protection;polarized;;;;;lifestyle;;;;;;;;;;;;;;;;;category_3-dark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100_uv_sun_protection;;;;;;;;;;;;;;;;;;;
EQYEY03196;quiksilver;men;adult;accessories;sunglasses;square;surf;;;;polycarbonate;polyethylene_terephthalate;;;;;;;;;;;;uv_resistant;upf_100_sun_protection;;;;;;lifestyle;;;;;;;;;;;;;;;;;category_3-dark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100_uv_sun_protection;;;;;;;;;;;;;;;;;;;
EQYEY03197;quiksilver;men;adult;accessories;sunglasses;square;surf;;;;polycarbonate;polyethylene_terephthalate;;;;;;;;;;;;uv_resistant;upf_100_sun_protection;polarized;;;;;polarized;;;;;;;;;;;;;;;;;category_3-dark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100_uv_sun_protection;;;;;;;;;;;;;;;;;;;
EQYEY03198;quiksilver;men;adult;accessories;sunglasses;square;surf;;;;polycarbonate;polyethylene_terephthalate;;;;;;;;;;;;uv_resistant;upf_100_sun_protection;;;;;;lifestyle;;;;;;;;;;;;;;;;;category_3-dark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100_uv_sun_protection;;;;;;;;;;;;;;;;;;;
EQYEY03199;quiksilver;men;adult;accessories;sunglasses;round;surf;;;;polycarbonate;polyethylene_terephthalate;;;;;;;;;;;;uv_resistant;upf_100_sun_protection;polarized;;;;;snow;;;;;;;;;;;;;;;;;category_3-dark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100_uv_sun_protection;;;;;;;;;;;;;;;;;;;
EQYEY03200;quiksilver;men;adult;accessories;sunglasses;round;surf;;;;polycarbonate;polyethylene_terephthalate;;;;;;;;;;;;uv_resistant;upf_100_sun_protection;;;;;;snow;;;;;;;;;;;;;;;;;category_3-dark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100_uv_sun_protection;;;;;;;;;;;;;;;;;;;
EQYEY03201;quiksilver;men;adult;accessories;sunglasses;round;surf;;;;polycarbonate;polyethylene_terephthalate;;;;;;;;;;;;uv_resistant;upf_100_sun_protection;polarized;;;;;polarized;;;;;;;;;;;;;;;;;category_3-dark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100_uv_sun_protection;;;;;;;;;;;;;;;;;;;
EQYEY03202;quiksilver;men;adult;accessories;sunglasses;round;surf;;;;polycarbonate;polyethylene_terephthalate;;;;;;;;;;;;uv_resistant;upf_100_sun_protection;;;;;;performance;;;;;;;;;;;;;;;;;category_3-dark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100_uv_sun_protection;;;;;;;;;;;;;;;;;;;
EQYEY03203;quiksilver;men;adult;accessories;sunglasses;shield;surf;;;;bio_nylon;polycarbonate;;;;;;;;;;;;uv_resistant;upf_100_sun_protection;;;;;;snow;;;;;;;;;;;;;;;;;category_3-dark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100_uv_sun_protection;;;;;;;;;;;;;;;;;;;
EQYEY03204;quiksilver;men;adult;accessories;sunglasses;shield;surf;;;;bio_nylon;polycarbonate;;;;;;;;;;;;uv_resistant;upf_100_sun_protection;polarized;;;;;performance;;;;;;;;;;;;;;;;;category_3-dark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100_uv_sun_protection;;;;;;;;;;;;;;;;;;;
EQYEY03205;quiksilver;men;adult;accessories;sunglasses;shield;surf;;;;bio_nylon;polycarbonate;;;;;;;;;;;;uv_resistant;upf_100_sun_protection;;;;;;performance;;;;;;;;;;;;;;;;;category_3-dark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100_uv_sun_protection;;;;;;;;;;;;;;;;;;;
EQYEY03206;quiksilver;men;adult;accessories;sunglasses;square;surf;;;;bio_nylon;polycarbonate;;;;;;;;;;;;uv_resistant;upf_100_sun_protection;;;;;;performance;;;;;;;;;;;;;;;;;category_3-dark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100_uv_sun_protection;;;;;;;;;;;;;;;;;;;
EQYEY03207;quiksilver;men;adult;accessories;sunglasses;oval;surf;;;;bio_nylon;polycarbonate;;;;;;;;;;;;uv_resistant;upf_100_sun_protection;polarized;;;;;saturn;;;;;;;;;;;;;;;;;category_3-dark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100_uv_sun_protection;;;;;;;;;;;;;;;;;;;
EQYEY03208;quiksilver;men;adult;accessories;sunglasses;oval;surf;;;;bio_nylon;polycarbonate;;;;;;;;;;;;uv_resistant;upf_100_sun_protection;;;;;;saturn;;;;;;;;;;;;;;;;;category_3-dark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100_uv_sun_protection;;;;;;;;;;;;;;;;;;;
EQYEY03209;quiksilver;men;adult;accessories;sunglasses;square;surf;;;;bio_nylon;polycarbonate;;;;;;;;;;;;uv_resistant;upf_100_sun_protection;polarized;;;;;polarized;;;;;;;;;;;;;;;;;category_3-dark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100_uv_sun_protection;;;;;;;;;;;;;;;;;;;
EQYEY03218;quiksilver;men;adult;accessories;sunglasses;square;surf;;;;polycarbonate;polyethylene_terephthalate;;;;;;;;;;;;uv_resistant;upf_100_sun_protection;polarized;;;;;snow;;;;;;;;;;;;;;;;;category_3-dark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100_uv_sun_protection;;;;;;;;;;;;;;;;;;;
EQYEY03219;quiksilver;men;adult;accessories;sunglasses;square;surf;;;;polycarbonate;polyethylene_terephthalate;;;;;;;;;;;;uv_resistant;upf_100_sun_protection;;;;;;snow;;;;;;;;;;;;;;;;;category_3-dark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100_uv_sun_protection;;;;;;;;;;;;;;;;;;;
EQYEY03220;quiksilver;men;adult;accessories;sunglasses;square;surf;;;;bio_nylon;polycarbonate;;;;;;;;;;;;uv_resistant;upf_100_sun_protection;polarized;;;;;performance;;;;;;;;;;;;;;;;;category_3-dark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100_uv_sun_protection;;;;;;;;;;;;;;;;;;;
