style;color;name;season;image_url;division;gender;age;category;parent_type;subtype;activity_use;sustainability;description
arjnp03006;blk;test 2350;253;;roxy;women;adult;clothing;pants;flare;casual;;Type: Flare beachy pant ^Fabric: Mid-weight 55% flax linen 45% viscose (200g/m2)^Fit: Relaxed fit ^Fly/Waist: Low rise^Elasticated waistband at front and back^Twisted natural drawcords^Front and back patched pockets^Tonal Roxy logo emby at back pocket.
arjns03007;blk;test 2351;253;;roxy;women;adult;clothing;shorts;beach_coverup;beach;;Type: Pull on beachy short^Fabric: Mid-weight 55% flax linen 45% viscose (200g/m2)^Fit: Relaxed fit^Fly/Waist: Low rise^Elasticated waistband at front and back^Twisted natural drawcords^Front and back patched pockets^Tonal Roxy logo emby at back pocket.
ergaa03121;blk;test 2352;253;;roxy;girls;kids;accessories;beach_accessory;poncho;beach;;"Type: Poncho towel^Fabric: Printed terry cotton^Roxy cotton patch^ Kangaroo pocket at front^Size/Dimensions:41.3"" (H) x 28.7"" (W)/ 105 (H) x 73 (W)"
ergaa03181;blk;test 2353;253;;roxy;girls;kids;accessories;scarf;neckwarmer;active;;Type: Neckwarmer^YARN: 70% Recycled polyester,30% acrylic^FEATURES^Lining: Polar fleece^Diagonal cable knit
ergaa03217;blk;test 2354;253;;roxy;girls;kids;accessories;snow_accessory;balaclava;snow;;Type: Balaclava^SHELL FABRIC: 100% Recycled Polyester^FEATURES^Under helmet hood
ergdd03002;blk;test 2355;253;;roxy;girls;4-16_years;clothing;dress;denim;casual;;Type: Long sleeve denim shirt dress^Fabric: Light weight denim 100% cotton (7oz)^Fit: Regular fit^Neck: Collared henley button up^Detail: Button cuff and patch pocket
ergdk03004;blk;test 2356;253;;roxy;girls;4-16_years;clothing;skirt;denim;casual;;Type: Midi length denim skirt ^Fabric: 75% cotton 25% recycled cotton(12.5oz)^Fit: Mid rise straight fit^Front waistband opening with Roxy heritage metal shank button^Zipper fly^Metal rivet detail^Five pockets, front vent.
ergdp03079;blk;test 2357;253;;roxy;girls;4-16_years;clothing;jeans;joggers;casual;;Type: Cord relaxed jogger pantt^Fabric: Medium weight washed corduroy 100%co 295gr^Fit: Slouchy fit^Fly/Waist: Elasticated waist with functional drawcord ^^Roxy metal plate logo at center back under waistband
ergdp03080;blk;test 2358;253;;roxy;girls;4-16_years;clothing;jeans;wide_legged;casual;;Type: Cropped, stretch denim jean ^Fabric: 100% organic cotton (8oz)^Fit: Slim through your hip and thigh, relaxed through leg^Fly/Waist: Mid-high rise^Front waistband opening with metal shank button^Zipper fly^Metal rivet detail^Classic 5 pocket styling^Cropped length with wide leg profile
ergey03010;blk;test 2359;253;;roxy;girls;kids;surf;sunglasses;round;surf;;LENS: 48 / BRIDGE: 17 / TEMPLE: 130 / LENS HEIGHT: 42^G850 injected frame^Distortion free shatter resistant polycarbonate lenses^4 base wrap coverage^100% U.V. sun protection^Cat.3^Neoprene case^2 years warranty
ergey03013;blk;test 2360;253;;roxy;girls;kids;surf;sunglasses;shield;surf;;LENS: 129 / BRIDGE: 0 / TEMPLE: 120 / LENS HEIGHT: 56^Rilsan¨ Clear G850 Rnew¨ injected frame^Distortion free shatter resistant polycarbonate lenses^Cylindrical 5 base wrap coverage^100% U.V. sun protection^Cat.3^Microfiber pouch^2 years warranty
ergey03014;blk;test 2361;253;;roxy;girls;kids;surf;sunglasses;oval;surf;;LENS: 48 / BRIDGE: 19 / TEMPLE: 135 / LENS HEIGHT: ^Bio Nylon injected frame^Distortion free shatter resistant polycarbonate lenses^4 base wrap coverage^100% U.V. sun protection^Cat.3^2 years warranty
ergey03015;blk;test 2362;253;;roxy;girls;kids;surf;sunglasses;oval;surf;;LENS: 47 / BRIDGE: 17 / TEMPLE: 125 / LENS HEIGHT: ^Bio Nylon injected frame^Distortion free shatter resistant polycarbonate lenses^4 base wrap coverage^100% U.V. sun protection^Cat.3^Soft microfiber pouch^2 years warranty
ergfb03336;blk;test 2363;253;;roxy;girls;4-16_years;clothing;pants;joggers;training;;Type: Wide leg fleece jogger^Fabric: 60% Cotton 40% Polyester brushed (280g/m2)^Fit: Wide leg fit^Fly/Waist: High Waisted^Side pockets^Roxy heart embroidery at front left leg
ergfb03337;blk;test 2364;253;;roxy;girls;4-16_years;clothing;pants;joggers;training;;Type: Regular pull on jogger pant^Fabric: 60% cotton^40% polyester^280gr brushed^Fit:Regular fit^Fly/Waist: Elasticated waistband^2 side pockets^Roxy art on left leg
ergfb03340;blk;test 2365;253;;roxy;girls;4-16_years;clothing;pants;joggers;training;;Type: Colorblock pull on jogger pant^Fabric: 60% cotton^40% polyester^280gr brushed^Fit:Regular fit^Fly/Waist: Elasticated waistband^2 side pockets^Roxy art on left leg
ergfd03001;blk;test 2366;253;;roxy;girls;4-16_years;clothing;dress;one_piece;casual;;Type: Hoodie fleece dress^Fabric: 60% Cotton, 40% Polyester brushed (280g/m2)^Fit: Relaxed fit^Sleeves: Long sleeve^Neck: hoodie^Roxy vintage artwork at front, back and sleeve
ergft03945;blk;test 2367;253;;roxy;girls;8-16_years;clothing;pullover;fleece;casual;;Type: Technical mid layer^TECHNOLOGY: ROXY Warmflight technology combines excellent heat retention with high breathability, low weight and comfy feel.^FIT: Slim, form fitting to easily layer under jackets^ECO ACTIONS: Made with at least 100% recycled fibers (*% is the recycled content weight vs total garment fabric weight) ^FABRIC: 100% recycled polyester polar fleece^FEATURES:^Half zipper entry
ergft04010;blk;test 2368;253;;roxy;girls;8-16_years;clothing;pullover;thermal;casual;;Type: Technical mid layer ^TECHNOLOGY: ROXY Warmflight technology combines excellent heat retention with high breathability, low weight and comfy feel.^FIT: Regular, classic fit which offers unrestricted movement and maximum comfort.^FABRIC: 84% Polyester, 12% Viscose, 4% Elastane^FEATURES:^Ribbed cuff with thumbhole
ergft04011;blk;test 2369;253;;roxy;girls;8-16_years;clothing;pullover;sherpa;casual;;Type: Technical mid layer ^TECHNOLOGY: ROXY Warmflight technology combines excellent heat retention with high breathability, low weight and comfy feel.^FIT: Relaxed, A trend inspired loose-fit, with a drop shoulder to allow maximum comfort and style.^ECO ACTIONS: Made with at least 90% recycled fibers (*% is the recycled content weight vs total garment fabric weight) ^FABRIC: 100% recycled polyester sherpa fleece^FEATURES:^Hand pockets^Elasticated cuff^Half placket collar closed with snaps
ergft04012;blk;test 2370;253;;roxy;girls;8-16_years;clothing;pullover;full_zip;casual;;Type: Technical mid layer^TECHNOLOGY: ROXY Warmflight technology combines excellent heat retention with high breathability, low weight and comfy feel.^FIT: Slim, form fitting to easily layer under jackets^ECO ACTIONS: Made with at least 90% recycled fibers (*% is the recycled content weight vs total garment fabric weight) ^FABRIC: 100% recycled polyester polar fleece^FEATURES:^Hand pockets^Full zipper opening
ergft04013;blk;test 2371;253;;roxy;girls;8-16_years;clothing;pullover;full_zip;casual;;Type: Technical mid layer^TECHNOLOGY: ROXY Warmflight technology combines excellent heat retention with high breathability, low weight and comfy feel.^FIT: Slim, form fitting to easily layer under jackets^FABRIC: 100% Polyester^FEATURES:^Hand pockets^Full zipper opening
ergft04014;blk;test 2372;253;;roxy;girls;8-16_years;clothing;pullover;full_zip;casual;;Type: Technical mid layer^TECHNOLOGY: ROXY Warmflight technology combines excellent heat retention with high breathability, low weight and comfy feel.^FIT: Regular, classic fit which offers unrestricted movement and maximum comfort.^ECO ACTIONS: Made with at least 95% recycled fibers (*% is the recycled content weight vs total garment fabric weight) ^FABRIC: 85% Recycled Polyester, 5% Elastane, waffle fleece^FEATURES:^Hand pockets^High slouchy collar
ergft04019;blk;test 2373;253;;roxy;girls;4-16_years;clothing;pullover;full_zip;casual;;Type: Long sleeves zipped hoodie with sherpa lining^Fabric: 60% cotton, 40% polyester (280gr)^Fit: relaxed fit^Neck: High collar^Kangaroo pocket^Roxy art at front and back
ergft04020;blk;test 2374;253;;roxy;girls;4-16_years;clothing;pullover;full_zip;casual;;Type: Long sleeves zipped hoodie^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Relaxed fit^Neck: Hoodie^Pouch pocket^Roxy art on front and sleeves
ergft04021;blk;test 2375;253;;roxy;girls;4-16_years;clothing;pullover;crew;casual;;Type: Oversized crew neck fleece with vintage wash effect^Fabric: 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester brushed fleece (280g/m2)^Fit: Oversize fit^Rib at hem and cuffs^Vintage inspired graphics at front
ergft04022;blk;test 2376;253;;roxy;girls;4-16_years;clothing;pullover;hoodie;casual;;Type: Relaxed hoodie^Fabric: 60% cotton 40% polyester brushed fleece (280gr)^Fit: Relaxed fit^Neck: Hoodie^Pouch pocket^Printed jersey hood lining^Roxy art on front
ergft04023;blk;test 2377;253;;roxy;girls;4-16_years;clothing;pullover;crew;casual;;Type: Relaxed striped crew neck fleece^Fabric: printed 60% Cotton, 40% Polyester slightly brushed (250g/m2)^Fit: Relaxed fit^Neck: Ribbed crew neck^Roxy art on front
ergft04024;blk;test 2378;253;;roxy;girls;4-16_years;clothing;pullover;hoodie;casual;;Type: Printed zipper hoodie^Fabric: Cotton polyester brushed 60% Cotton, 40% Polyester (230g/m2)^Fit: Relaxed fit^Pockets: Kangaroo pocket^Roxy emby at chest
ergft04025;blk;test 2379;253;;roxy;girls;4-16_years;clothing;pullover;oversized;casual;;Type:Color block shirt collar fleece pullover^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit:Boxy fit^Buttons at front fastening^Rib at cuffs^Roxy iconic embroidery at front
ergft04026;blk;test 2380;253;;roxy;girls;4-16_years;clothing;pullover;full_zip;casual;;Type: Crew neck fleece^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Relaxed fit^Neck: Hoodie^Pouch pocket^Roxy art on front and sleeves
ergft04027;blk;test 2381;253;;roxy;girls;4-16_years;clothing;pullover;crew;casual;;Type: Relaxed crew sweat shirt^Fabric: Mix medium weight recycled polyester cotton, 55% cotton 25% recycled cotton 20% recycled polyester^280gr brushed^Fit: Relaxed fit^Neck: Ribbed crew neck^Roxy art on front
ergft04028;blk;test 2382;253;;roxy;girls;4-16_years;clothing;pullover;hoodie;casual;;Type: Long sleeves hoodie^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Relaxed fit^Neck: Hoodie^Pouch pocket^Roxy art on front and sleeves
ergft04031;blk;test 2383;253;;roxy;girls;4-16_years;clothing;pullover;hoodie;casual;;Type:Loose fit hoodie with vintage artwork^Fabric: 60% cotton^40% polyester^280gr brushed^Fit: loose fit^Neck: Hoodie^Kangaroo pocket^Roxy art at front and sleeve
ergft04032;blk;test 2384;253;;roxy;girls;4-16_years;clothing;pullover;hoodie;casual;;Type: Color block hoodie^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Relaxed fit^Neck: Hoodie^Pouch pocket^Printed jersey hood lining^Roxy art on front
ergft04033;blk;test 2385;253;;roxy;girls;4-16_years;clothing;pullover;hoodie;casual;;Type: Long sleeves hoodie^Fabric: 60% Cotton, 40% Polyester brushed fleece (280g/m2)^Fit: Relaxed fit^Neck: Hoodie^Pouch pocket^Roxy art on front and sleeves
erggl03003;blk;test 2386;253;;roxy;girls;kids;snow;snow_accessory;lens;snow;;Product Type: Spare Lens^Lens: Cylindrical double lens^Anti-fog and anti-scratch treatment^UV Protection: 100% UV protection^Warranty: 2 year warranty^certified EN 18527-1:2022
ergha03288;blk;test 2387;253;;roxy;girls;kids;accessories;beanie;polar-lined;snow;;Type: Beanie^YARN: 70% Recycled polyester,30% acrylic^FEATURES^Lining: Full polar fleece lining^Diagonal cable knit^Folded Fit^Natural faux fur pom
ergha03356;blk;test 2388;253;;roxy;girls;kids;accessories;beanie;polar-lined;snow;;Type: Beanie^YARN: 70% Recycled polyester,30% acrylic^FEATURES^Lining: Polar fleece lined band^Jacquard ROXY lettering^Folded Fit
ergha03357;blk;test 2389;253;;roxy;girls;kids;accessories;beanie;knit;snow;;Type: Beanie^YARN: 100% acrylic^FEATURES^Double layer rib knit^Allover little flowers embroidered pattern^Folded Fit
ergha03358;blk;test 2390;253;;roxy;girls;kids;accessories;beanie;knit;snow;;Type: Beanie^YARN: 100% acrylic^FEATURES^Double layer rib knit^Folded Fit
ergha03366;blk;test 2391;253;;roxy;girls;kids;accessories;beanie;pom;snow;;Type: Hat^FABRIC: 100% Acrylic^FEATURES: Double layer rib knit^FIT: Folded Fit, Roxy woven label
ergha03368;blk;test 2392;253;;roxy;girls;kids;accessories;beanie;knit;snow;;Type: Hat^FABRIC: 100% Acrylic^FEATURES: Double layer rib knit^FIT: Folded Fit, Roxy woven label
erghn03047;blk;test 2393;253;;roxy;girls;kids;snow;snow_accessory;gloves;snow;pfc_free;Type: Snow Technical Gloves^TECHNOLOGY^Warmth: ROXY WarmFlight X2 low bulk, lightweight & breathable high warmth insulation that will keep you comfortable all winter long.^INSULATION: 100% Recycled [Fill weight: 130g]^ECO ACTIONS: Made with at least 50% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^Outer shell contains JIAREN yarn made from recyled textile waste a step closer to circular manufacturing^PFAS-free water repellent coating^SHELL FABRIC: 100% Recycled Polyester^Waterproof PU palm^FEATURES:^Lining: Brushed tricot lining^Pre-shaped fit^Elasticated at wrist^Touchscreen technology on index finger^Nose and goggle wipe thumb panel^Elastic leash
erghn03048;blk;test 2394;253;;roxy;girls;kids;snow;snow_accessory;gloves;snow;pfc_free;Type: Snow Technical Gloves^TECHNOLOGY^Waterproofing: ROXY DryFlight Technology waterproof insert. Better waterproofing and breathability for variable conditions^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^Insulation: 100% Recycled [Fill weight: 170g]^ECO ACTIONS: Made with at least 50% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^Outer shell contains JIAREN yarn made from recyled textile waste a step closer to circular manufacturing^PFAS-free water repellent coating^SHELL FABRIC: 55% Recycled Polyester, 45% Polyester printed fabric mix with 100% Recycled Polyester^Waterproof PU palm^FEATURES:^Lining: Brushed tricot lining^Pre-shaped fit^Adjustable wrist strap^Touchscreen technology on index finger^Elastic leash
erghn03050;blk;test 2395;253;;roxy;girls;kids;snow;snow_accessory;mittens;snow;pfc_free;Type: Snow Technical Mitts^TECHNOLOGY^Waterproofing: ROXY DryFlight Technology waterproof insert. Better waterproofing and breathability for variable conditions^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^Insulation: 100% Recycled [Fill weight: 170g]^ECO ACTIONS: Made with at least 65% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^Outer shell contains JIAREN yarn made from recyled textile waste a step closer to circular manufacturing^PFAS-free water repellent coating^SHELL FABRIC: 100% Recycled Polyester^Waterproof PU palm^FEATURES:^Lining: Brushed tricot lining^Pre-shaped fit^Adjustable wrist strap^Elastic leash
erghn03051;blk;test 2396;253;;roxy;girls;kids;snow;snow_accessory;mittens;snow;pfc_free;Type: Snow Technical Mitts^TECHNOLOGY^Waterproofing: ROXY DryFlight Technology waterproof insert. Better waterproofing and breathability for variable conditions^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^Insulation: 100% Recycled [Fill weight: 170g]^ECO ACTIONS: Made with at least 55% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^Outer shell contains JIAREN yarn made from recyled textile waste a step closer to circular manufacturing^PFAS-free water repellent coating^SHELL FABRIC: 55% Recycled Polyester, 45% Polyester printed fabric mix with 100% Recycled Polyester^Waterproof PU palm^FEATURES:^Lining: Brushed tricot lining^Pre-shaped fit^Adjustable wrist strap^Elastic leash
ergjk03129;blk;test 2397;253;;roxy;girls;4-16_years;clothing;jackets;rain;casual;;Type: Short relaxed rain coat ^Fabric: Padded polyurethane taffeta 100% Polyurethane 210.00 gr/m2 ^Fit: Relaxed fit^Lining: Body polar lining ^Pockets: 2 front side pockets^Elasticated cuffs and body bottom^Nylon zipper with metal puller^Roxy ton on ton PU patch on left sleeves
ergjk03136;blk;test 2398;253;;roxy;girls;4-16_years;clothing;jackets;puffer;casual;;Type:Long Puffer jacket^Fabric: 100% Nylon Plain Weave (74g/m2) with padding^Fit: Long regular fit^Neck: hooded^Lining: Fully lined and padded^Pockets: Side pockets^Closure: Front zip closure^Roxy silicone patch
ergjk03138;blk;test 2399;253;;roxy;girls;4-16_years;clothing;jackets;bomber;casual;;Type: Hooded zipped polar jacket^Fabric: Heather sherpa for vintage look 100% recycled polyester (350gr/m2)^Solid cotton jersey hood and body lining^Fit: Relaxed fit^Neck: Hooded^Contrasted ribstock nylon pockets at chest and side pockets^Roxy heart embroidery on chest pocket
ergjk03139;blk;test 2400;253;;roxy;girls;4-16_years;clothing;jackets;puffer;casual;;Type: Padded puffer corduroy jacket^Fabric: Corduroy 100% cotton (298g/m2) with padding^Fit: Regular fit^Neck: high neck^Lining: Fully lined and padded^Pockets: Side pockets^Closure: Front zip closure^Roxy Heart embroidery at chest
ergjk03140;blk;test 2401;253;;roxy;girls;4-16_years;clothing;jackets;puffer;casual;;Type: Padded puffer style jacket^Fabric: 100% Nylon Plain Weave (74g/m2) with padding^Fit: Regular fit^Neck: hooded^Lining: Fully lined and padded^Pockets: Side pockets^Closure: Front zip closure^Contrasted color piping at front zip and around hood^Roxy silicone patch
ergjk03142;blk;test 2402;253;;roxy;girls;4-16_years;clothing;jackets;sherpa;casual;;Type: Reversible waistcoat sherpa lined denim jacket^Fabric: Light Denim 100% Cotton (203g/m2) with sherpa lining 100% Polyester (300g/m2) ^Fit: Relaxed fit^Lining: Sherpa lined reversible^Padded and quilted^Pockets: Front patch pocket on Denim side^Closure: metal shanks reversible snaps^Vintage wash^Roxy heart embroidery at left pocket on Denim side, at chest on sherpa
ergkt03273;blk;test 2403;253;;roxy;girls;4-16_years;clothing;tee-shirt;crew;casual;;Type: Cropped short sleeves slim tee^Fabric: Cotton elastan circular rib 95%cotton 5%elastan 250gr ^Fit: Short slim fit^Neck: Round neckline^Contrasted neckline and sleeves ends^Roxy art at chest
ergkt03274;blk;test 2404;253;;roxy;girls;4-16_years;clothing;tee-shirt;crew;casual;;Type: Cropped long sleeves slim tee^Fabric: Mid-weight yarn dyed rib 95% cotton 5% elastane (250g/m2)^Fit: Short slim fit^Round neckline^Yarn dyed stripes^Front tonal Roxy logo emby^Product appearance may differ slightly depending on stripes placement.
ergnp03135;blk;test 2405;253;;roxy;girls;4-16_years;clothing;pants;barrel;casual;;Type: Loose pull on parachute pant^Fabric: Mid-weight washed poplin 98% Cotton 2% Elastane (165gr/m2)^Fit: Loose fit^Fly/Waist: Mid rise^Elasticated waistband^Side pockets^Front tonal drawcord^Elasticated bottom legs^Back patched pockets.
ergnp03137;blk;test 2406;253;;roxy;girls;4-16_years;clothing;pants;joggers;training;;Type: Corduroy jogger pant^Fabric: Heavy cotton corduroy 100%cotton 295gr^Fit: Relaxed fit^Fly/Waist: Elasticated waist^2 front side pockets^2back patched pockets^Rolled up legs ends
ergpf03081;blk;test 2407;253;;roxy;girls;4-16_years;clothing;fleece_polar;sherpa;casual;;Type: Hoodied regular polar^Fabric: Bonded sherpa 100%polyester (300gr/m2)^Fit: Regular fit^Neck: Hood^Printed jersey hood lining^Kangourou pocket^Roxy patch at chest
ergpf03082;blk;test 2408;253;;roxy;girls;4-16_years;clothing;fleece_polar;sherpa;casual;;Type: Half zipped regular pull on polar^Fabric: Printed bonded double face sherpa100% polyester (300gr/m2)^Fit: Regular fit^Neck: High collar^Nylon zipper^Roxy leather patch at left sleeve
ergpf03083;blk;test 2409;253;;roxy;girls;4-16_years;clothing;fleece_polar;sherpa;casual;;Type: Half zip polar fleece^Fabric: Bonded sherpa 100%polyester (300gr/m2)^Fit: Loose fit^Neck: High collar^Lining: not lined^Pockets: Side pockets^Roxy Iconic embroidery at chest
ergpf03084;blk;test 2410;253;;roxy;girls;4-16_years;clothing;fleece_polar;sherpa;casual;;Type: Full zipped relaxed polar^Fabric: Printed sherpa 100%recycled polyester (330gr/m2)^Fit: Loose fit^Neck: High collar^Nylon zipper^Roxy leather patch at left sleeve
ergpf03085;blk;test 2411;253;;roxy;girls;4-16_years;clothing;fleece_polar;sherpa;casual;;Type: Full zipped color block relaxed polar^Fabric: Printed sherpa 100%recycled polyester (330gr/m2)^Fit: Loose fit^Neck: High collar^Nylon zipper^Roxy leather patch at left sleeve
ergpf03086;blk;test 2412;253;;roxy;girls;4-16_years;clothing;fleece_polar;hoodie;casual;;Type: Hoodied relaxed polar^Fabric: 100% recycled polyester (330gr/m2)^Fit: Regular fit^Neck: Hood^Jersey hood lining^Kangourou pocket^Roxy artwork at chest
ergpf03087;blk;test 2413;253;;roxy;girls;4-16_years;clothing;fleece_polar;sherpa;casual;;Type: Half zipped regular color cblock pull on polar^Fabric: bonded double face sherpa100% polyester (300gr/m2)^Fit: Regular fit^Neck: High collar^Nylon zipper^Roxy leather patch at left sleeve
ergpf03089;blk;test 2414;253;;roxy;girls;4-16_years;clothing;fleece_polar;sherpa;casual;;Type: Half zipped regular pull on polar^Fabric: Printed bonded double face sherpa100% polyester (300gr/m2)^Fit: Regular fit^Neck: High collar^Nylon zipper^Roxy leather patch at left sleeve
ergtg03026;blk;test 2415;253;;roxy;girls;kids;snow;snow_accessory;goggles;snow;;Product Type: Ski/Snowboard goggles^VISION: Color Luxe cylindrical double lens enhancer technology ^^Frame Technology: Traditionnal lens system^Fit: 5-8 years PU injected frame^Made Better: ^composition: ^^^Comfort: Double density face foam and polar fleece for maximum comfort^^antifog: Distortion free and shatter resistant lens with Anti-fog and anti-scratch treatment^Ventings: Classic filter mesh^UV protection: 100% UV protection - Filter lens categorie 3^Packaging: Microfiber protective sock^Warranty: 2 years^Standard: Certified ISO 18527 1 2022^
ergtg03028;blk;test 2416;253;;roxy;girls;kids;snow;snow_accessory;goggles;snow;;Product Type: Ski/Snowboard goggles^VISION: Color Luxe cylindrical double lens enhancer technology ^^Frame Technology: Traditionnal lens system^Fit: Medium^^composition: ^^^Comfort: Double density face foam and polar fleece for maximum comfort^OTG frame shape compatible for optical wearers^antifog: Distortion free and shatter resistant lens with Anti-fog and anti-scratch treatment^Ventings: 3D mesh filters^UV protection: 100% UV protection - Filter lens categorie 3^Packaging: Microfiber protective sock^Warranty: 2 years^Standard: certified EN 18527-1:2022
ergtj03177;blk;test 2417;253;;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free;FIT: Slim^WATERPROOFING: 10K ROXY DryFlight[R] technology (10,000mm/5,000g)^PFC free durable water repellency treatment^Critically taped seams^FABRIC: JIAREN 100% Recycled Polyester Plain Weave (MGK0 & TDQ0). 55% Recycled Polyester, 45% Polyester printed fabric mix with JIAREN 100% Recycled Polyester Plain Weave (KVJ4 & MEB3)^INSULATION: ROXY Warmflight[R] 100% Recycled [Fill weight: 200g body, 140g sleeves, 60g hood]^LINING: Engineered lightweight 60% recycled polyester taffeta with brushed tricot^FEATURES:^1-way adjustable and removable hood^Helmet-friendly hood with gaiter^Hem width adjustment^Fixed taffeta powder skirt^Snap-away powder skirt system^Hand warmer pockets^Sleeve pass pocket^Internal goggle pocket
ergtj03190;blk;test 2418;253;;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free;Type: Snow Jacket^TECHNOLOGY^Waterproofing: 15K ROXY DryFlight Technology [15,000mm / 10,000g] Best waterproofing and breathability for high precipitation^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^Insulation: 100% Recycled [Fill weight: 200g body, 140g sleeves, 60g hood]^^FIT:Tailored: A slimmer, more contemporary look with all the mobility of a regular fit.^ECO ACTIONS: Made with at least 75% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^Outer shell contains JIAREN yarn made from recyled textile waste a step closer to circular manufacturing^PFAS-free water repellent coating^SHELL FABRIC: 100% Recycled Polyester^FEATURES^Seams: Seam taping on critical zones^Hood: Helmet friendly hood with gaitor^Powder Skirt: Fixed taffeta snap-away powder skirt^Pockets: Handwarmer pockets, Chest pocket, Internal goggle pocket, Sleeve pass pocket.^Ventilation: Mesh lined underarm venting for tempreture regulation^Cuffs: Elasticated sleeve cuff, Basic lycra cuff
ergtj03191;blk;test 2419;253;;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free;Type: Snow Jacket^TECHNOLOGY^Waterproofing: 15K ROXY DryFlight Technology [15,000mm / 10,000g] Best waterproofing and breathability for high precipitation^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^Insulation: 100% Recycled fake Down [Fill weight: 300g body]^^FIT: Relaxed: A trend inspired loose-fit, with a drop shoulder to allow maximum comfort and style.^ECO ACTIONS: Made with at least 70% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^PFAS-free water repellent coating^SHELL FABRIC: 100% Recycled Polyester^FEATURES^Seams: Seam taping on critical zones^Lining: Lightweight taffeta mapped with brushed tricot for warmth and breathability^Hood: Helmet friendly hood with gaitor^Powder Skirt: Fixed taffeta snap-away powder skirt^Pockets: Handwarmer pockets containing hem adjuster, Internal media and goggle pockets, Sleeve pass pocket.^Ventilation: Mesh lined underarm venting for temperature regulation^Cuffs: Sleeve cuff adjuster, Basic lycra cuff
ergtj03193;blk;test 2420;253;;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free;Type: Snow Jacket^TECHNOLOGY^Waterproofing: 10K ROXY DryFlight Technology [10,000mm / 5000g] Better waterproofing and good breathability for variable conditions^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^Insulation: 100% Recycled [Fill weight: 200g body, 140g sleeves, 60g hood]^^FIT: Tailored: A slimmer, more contemporary look with all the mobility of a regular fit.^ECO ACTIONS: Made with at least 80% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^Outer shell contains JIAREN yarn made from recyled textile waste a step closer to circular manufacturing^PFAS-free water repellent coating^SHELL FABRIC: 100% Recycled Polyester^FEATURES^Seams: Seam taping on critical zones^Hood: Helmet friendly hood with gaitor^Powder Skirt: Fixed taffeta snap-away powder skirt^Pockets: Handwarmer pockets containing hem adjuster, Internal media and goggle pockets, Sleeve pass pocket.^Cuffs: Sleeve cuff adjuster, Basic lycra cuff
ergtj03194;blk;test 2421;253;;roxy;girls;8-16_years;snow;snowboard_jacket;;snow;pfc_free;Type: Snow Jacket^TECHNOLOGY^Waterproofing: 10K ROXY DryFlight Technology [10,000mm / 5000g] Better waterproofing and good breathability for variable conditions^Warmth: ROXY WarmFlight X3 maximum warmth, lightweight & breathable insulation to keep you cosy on the coldest winter days.^Insulation: 100% Recycled [Fill weight: 140g body, 120g sleeves and hood]^^FIT: Regular: A classic fit which offers unrestricted movement and maximum comfort.^ECO ACTIONS: Made with at least 80% recycled fibers (*% is the recycled content weight vs total garment fabric weight)^Outer shell contains JIAREN yarn made from recyled textile waste a step closer to circular manufacturing^PFAS-free water repellent coating^SHELL FABRIC: 100% Recycled Polyester^FEATURES^Seams: Seam taping on critical zones^Lining: Lightweight taffeta mapped with brushed tricot for warmth and breathability^Hood: Helmet friendly hood with gaitor^Powder Skirt: Fixed taffeta snap-away powder skirt^Pockets: Handwarmer pockets containing hem adjuster, Sleeve pass pocket.^Ventilation: Mesh lined underarm venting for tempreture regulation^Cuffs: Sleeve cuff adjuster, Basic lycra cuff
