style;color;name;season;image_url;division;gender;age;category;parent_type;subtype;activity_use;sustainability;description
edyha03185;blk;test 1055;253;;dc;men;adult;accessories;cap;strapback;active;;Structured 6-panel snapback^Fabric: 100% Cotton Twill (290g/m2) fabric^Permacurve brim^Contrast top stitching^Flat DC logo embroidery at front^DC trim package
edyha03186;blk;test 1056;253;;dc;men;adult;accessories;cap;trucker;active;;5-panel foam trucker^100% Polyester foam (105g/m2) front panel^100% Polyester mesh back panels^Flat brim^High density screen print at center front^Adjustable plastic snap rear closure^DC trim package
edyha03187;blk;test 1057;253;;dc;men;adult;accessories;cap;strapback;active;;Structured 6-panel snapback^Fabric: 100% Cotton plain weave (110g/m2) fabric^Permacurve brim^Contrast top stitching^DC trim package
edyha03188;blk;test 1058;253;;dc;men;adult;accessories;cap;strapback;active;;Unstructured 6-Panel retro fit strapback with flat brim^Brushed 100% Cotton Twill (290g/m2) fabric^DC black label woven label with embroidered edge at front and flat embroidered star on left side panel ^Custom DC branded black label interior taping
edyha03189;blk;test 1059;253;;dc;men;adult;accessories;cap;trucker;active;;5-panel foam trucker^100% Polyester foam (105g/m2) front panel^100% Polyester mesh back panels^Flat brim^High density screen print at center front^Adjustable plastic snap rear closure^DC trim package
edyha03190;blk;test 1060;253;;dc;men;adult;accessories;cap;strapback;active;;Structured 6-panel snapback^Fabric: 100% Cotton Twill (290g/m2) fabric^Permacurve brim^Contrast top stitching^Flat DC logo embroidery at front^DC trim package
edyjk03262;blk;test 1061;253;;dc;men;adult;clothing;jackets;parka;casual;;Type: Long sleeve padded jacket with zip opening and buttons^Fabric: 70% Cotton 30% Recycled Cotton Canvas (410gsm)^Lining: 100% Polyester Poplin ^Fit: Standard fit^Two front welt pockets at chest and 2 big pockets at bottom^DC leather patch on chest^DC trim package
edyjk03263;blk;test 1062;253;;dc;men;adult;clothing;jackets;light;casual;;Type: Long sleeve raglan work wear jacket with zip opening^Fabric: 70% Cotton 30% Recycled Cotton Canvas^Lining: 100% Cotton Flannel^Fit: Standard fit^Closure/Neck: #5 Reverse Nylon Coil zipper closure at center front^Two front welt pockets^DC leather patch on chest^DC trim package
edyjk03264;blk;test 1063;253;;dc;men;adult;clothing;jackets;vest;casual;;Type: Vest with zip opening^Fabric: 70% Cotton 30% Recycled Cotton Canvas^Lining: 100% Cotton Flannel^Fit: Standard fit^Closure/Neck: #5 metall zipper closure at center front^Two chest pockets^DC leather patch on chest^DC trim package
edyjk03265;blk;test 1064;253;;dc;men;adult;clothing;jackets;vest;casual;;Type: Vest with zip opening^Fabric: 90% Nylon 10% elastane plain weave^Lining: 100% Polyester with heavy padding^Fit: Standard fit^Closure/Neck: Plastic molded zipper closure at center front^T^DC trim package
edyjk03266;blk;test 1065;253;;dc;men;adult;clothing;jackets;bomber;casual;;Type: Jacket with snap closure^Fabric: 100% Nylon^Lining: 100% Polyester with padding^Fit: Standard fit^Closure Metal Snaps^Large applique at chest^DC trim package
edyjk03267;blk;test 1066;253;;dc;men;adult;clothing;jackets;windbreaker;casual;;type:Windbreaker ^Fabric: Nylon elastane (178g/m2)^Fit/Length: Regular fit^Lining/Padding: Full polyester mesh ^Pockets: pockets at waist^Zip pockets at chest^Closure: Vislon zip ^removeable hood & Bungee cord at hood^adjustable at hem and cuff^DC trim package
edyjk03268;blk;test 1067;253;;dc;men;adult;clothing;jackets;parka;casual;;Type: Long sleeve raglan jacket with hood^Fabric: 60% Recycled Polyester, 40% Cotton (250g/m2)^Lining: 100% Recycled polyester with padding^Fit: Standard fit^Closure/Neck: #5 Reverse Nylon Coil zipper closure at center front^Elasticated cuff & bottom hem^Two front welt pockets^Interior chest welt pocket^Drawcords at hood^DC embroidered star logo on chest^DC trim package
edyjk03269;blk;test 1068;253;;dc;men;adult;clothing;jackets;parka;casual;;Type: Parka jacket^Fabric: Nylon elastane (151g/m2)^Fit/Length: Regular fit^Lining/Padding: Full polyester quilted lining with heavy weight fill^Pockets: pockets at waist^Zip pockets at chest^Interior pocket with zipper closure^Closure: Vislon zip and snaps at front^Bungee cord at hood^Rib at cuffs^DC trim package
edykt03534;blk;test 1069;253;;dc;men;adult;clothing;t-shirt;crew;casual;;Type: Short sleeve pocket tee^Fabric: Heavy weight cotton jersey (260g/m2)^Fit: Standard^Neck: Crew neck^DC black label on left chest pocket^DC 1994 trim package
edykt03536;blk;test 1070;253;;dc;men;adult;clothing;polo;classic;casual;;Type: Long sleeve rugby^Fabric: Heavy weight closed cell cotton mesh (320g/m2)^Fit: Standard fit^Neck: Twill collar with 2 button placket^Label at chest^DC trim package
edykt03537;blk;test 1071;253;;dc;men;adult;clothing;t-shirt;crew;casual;;Type: Short sleeve t-shirt^Fabric: Cotton jersey (200g/m2)^Fit: Standard fit^Neck: Crew neck^Engineered yarn dye stripes^Embroidery on left chest^DC trim package
edykt03538;blk;test 1072;253;;dc;men;adult;clothing;t-shirt;crew;casual;;Type: Short sleeve ringer tee^Fabric: 100% Cotton jersey (260g/m2)^Fit: Standard^Neck: Crew neck^Trim and screen print at center chest^DC trim package
edykt03539;blk;test 1073;253;;dc;men;adult;clothing;t-shirt;crew;casual;;Type: Long sleeve moto jersey^Fabric: Performance polyester pique closed cell mesh with moisture wicking (150g/m2)^Fit: Standard^Neck: Crew neck^Rib at collar^Engineered panel sublimation on chest, back, & both sleeves^Screen printed label on center back neck^DC moisture wicking hangtag
edykt03542;blk;test 1074;253;;dc;men;adult;clothing;t-shirt;crew;casual;;Type: Short sleeve crew shirt^Fabric: Cotton pique (260g/m2)^Fit: Standard^Neck: Crew neck^Flock print at left chest^DC trim package
edykt03543;blk;test 1075;253;;dc;men;adult;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: Polyester open mesh (245g/m2)^Fit: Standard fit^Neck: Crew neck^Polyester flat rib on neck opening^Self mesh back neck tape^Sublimated print^DC trim package
edynp03169;blk;test 1076;253;;dc;men;adult;clothing;pants;wide_legged;casual;;"Type: Elastic waist pant^Fabric: 70.00% Cotton, 30.00% Recycled Cotton (410g/m2)^Fit: Baggy fit^Fly/Waist: Elastic waist with drawcord and fake fly^Hand pockets^Two back welt pockets^Longer rise - dropped crotch^woven label at back^Leg Opening 23"""
edynp03170;blk;test 1077;253;;dc;men;adult;clothing;pants;cargo;casual;;"Type: Chino pant^Fabric: 99% Cotton 1% Elastane twill fabric (275g/m2)^Fit: Baggy fit^Fly/Waist: Fixed waistband with zipper^Two front slash pockets^ Front coin welt pocket^Two back single welt pockets^Standard waist^Longer rise - dropped crotch^Baggy through hip and thigh^Wide Leg with slight taper^Leg Opening 19"""
edysf03249;blk;test 1078;253;;dc;men;adult;clothing;fleece_polar;hoodie;casual;;Type: Pullover hoodie^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Plastisol & puff Print centered on front chest & back^Herringbone back neck tape^Metal eyelets and flat drawcords with metal branded tips^DC RE/SOLVE trim package
edysf03250;blk;test 1079;253;;dc;men;adult;clothing;fleece_polar;hoodie;casual;;Type: Pullover hoodie^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Digital Print centered on front chest & back^Herringbone back neck tape^Metal eyelets and flat drawcords with metal branded tips^DC RE/SOLVE trim package
edysf03251;blk;test 1080;253;;dc;men;adult;clothing;fleece_polar;fleece;casual;;Type: Pullover crew neck^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Digital Print centered on front chest^Herringbone back neck tape^DC RE/SOLVE trim package
edysf03252;blk;test 1081;253;;dc;men;adult;clothing;fleece_polar;hoodie;casual;;Type: Pullover hoodie^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Reflective Print on chest^Herringbone back neck tape^Metal eyelets and flat drawcords with metal branded tips^DC RE/SOLVE trim package
edysf03253;blk;test 1082;253;;dc;men;adult;clothing;fleece_polar;hoodie;casual;;Type: Pullover hoodie^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Plastisol Print centered on front chest & back^Herringbone back neck tape^Metal eyelets and flat drawcords with metal branded tips^DC RE/SOLVE trim package
edysf03254;blk;test 1083;253;;dc;men;adult;clothing;fleece_polar;hoodie;casual;;Type: Pullover hoodie^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Discharge Print centered on front chest, back & sleeves^Herringbone back neck tape^Metal eyelets and flat drawcords with metal branded tips^DC RE/SOLVE trim package
edysf03256;blk;test 1084;253;;dc;men;adult;clothing;fleece_polar;hoodie;casual;;Type: Pullover hoodie^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Plastisol Print on left chest & back^Herringbone back neck tape^Metal eyelets and flat drawcords with metal branded tips^DC RE/SOLVE trim package
edysf03257;blk;test 1085;253;;dc;men;adult;clothing;fleece_polar;hoodie;casual;;Type: Pullover fullzip hoodie^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Discharge Prints on left chest and back^Herringbone back neck tape^Nylon coil open end zipper down CF^Metal eyelets and flat drawcords with metal branded tips^DC RE/SOLVE trim package
edysf03259;blk;test 1086;253;;dc;men;adult;clothing;fleece_polar;hoodie;casual;;Type: Pullover hoodie^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Plastisol Print off placement shoulder^Herringbone back neck tape^Metal eyelets and flat drawcords with metal branded tips^DC RE/SOLVE trim package
edysf03260;blk;test 1087;253;;dc;men;adult;clothing;fleece_polar;fleece;casual;;Type: Pullover crew neck^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Plastisol Print centered on front chest^Herringbone back neck tape^DC RE/SOLVE trim package
edysf03261;blk;test 1088;253;;dc;men;adult;clothing;fleece_polar;hoodie;casual;;Type: Pullover hoodie^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Plastisol Print centered on front chest^Herringbone back neck tape^Metal eyelets and flat drawcords with metal branded tips^DC RE/SOLVE trim package
edysf03262;blk;test 1089;253;;dc;men;adult;clothing;fleece_polar;fleece;casual;;Type: Pullover crew neck^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Plastisol Print on left chest & back^Herringbone back neck tape^DC RE/SOLVE trim package
edysf03264;blk;test 1090;253;;dc;men;adult;clothing;fleece_polar;hoodie;casual;;Type: Pullover hoodie^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Print on chest^Herringbone back neck tape^Metal eyelets and flat drawcords with metal branded tips^DC RE/SOLVE trim package
edysf03265;blk;test 1091;253;;dc;men;adult;clothing;fleece_polar;hoodie;casual;;Type: Pullover fullzip hoodie^Fabric: Mid weight 55% cotton/ 25% recycled cotton/ 20% recycled polyester sueded french terry with half brushed back (280g/m2)^Fit: Standard fit^Pockets: Kangaroo pocket^Prints centered on front chest^Herringbone back neck tape^Nylon coil open end zipper down CF^Metal eyelets and flat drawcords with metal branded tips^DC RE/SOLVE trim package
edytj03110;blk;test 1092;253;;dc;men;adult;snow;snowboard_jacket;;snow;;^^FABRICS: WEATHER DEFENSE 30 (30.000mm, 20.000g)^Body: 45% Recycled Polyester Full Dull Plain Weave^WARMTH & LINING: Shell^60% Recycled Taffeta Lining^Open Cell Mesh Lining^^PRODUCT FEATURES:^C0 DWR^Fully Taped Seams^YKK[R] Aquaguard[R] Center Front and Chest Pocket Zippers^Fixed Waist Gaiter^2-way Hood Cinch System^Jacket-to-Pant Attachment System^Lycra Cuff Gaiters^Zippered Hand Warmer Pockets^Zippered Sleeve Pass Pocket^Helmet Compatible
edywt03262;blk;test 1093;253;;dc;men;adult;clothing;shirt;button_up;casual;;Type: Woven overshirt^Fabric: 99% Cotton 1% Elastane twill fabric (275g/m2)^Fit: Baggy fit^Front pockets^Patch at left chest^DC trim package
edywt03263;blk;test 1094;253;;dc;men;adult;clothing;shirt;button_up;casual;;Type: Woven long sleeve shirt^Fabric: 100% cotton (110g/m2)^Fit: Baggy fit^Button closure^woven label at chest
edywt03266;blk;test 1095;253;;dc;men;adult;clothing;shirt;button_up;casual;;Long sleeve overshirt^Fabric: 100% Recycled Polyester 360/m2^Lining: 100% Recycled Polyester^Fit: Standard fit^Closure/Neck: Zipper^2 welt pockets at side^Lightly brushed^PU patch on lest chest^DC trim package
edywt03267;blk;test 1096;253;;dc;men;adult;clothing;shirt;button_up;casual;;Type: Woven short sleeve shirt^Fabric: 100% cotton (110g/m2)^Fit: Baggy fit^Button closure^patch at chest
edyzt04112;blk;test 1097;253;;dc;men;adult;clothing;tank;crew;casual;;Type: Tank^Fabric: Cotton jersey fabric^Fit: Standard fit^Neck: Crew neck^Graphic print on front
edyzt04342;blk;test 1098;253;;dc;men;adult;clothing;polo;classic;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints on left chest & back^Screen printed label on center back neck^Vertical clamp label on hem
edyzt04346;blk;test 1099;253;;dc;men;adult;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Reflective Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
edyzt04347;blk;test 1100;253;;dc;men;adult;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Digital puff Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
edyzt04348;blk;test 1101;253;;dc;men;adult;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Digital Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
edyzt04350;blk;test 1102;253;;dc;men;adult;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Digital Prints centered front^Screen printed label on center back neck^Vertical clamp label on hem
edyzt04351;blk;test 1103;253;;dc;men;adult;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Digital Prints centered front^Screen printed label on center back neck^Vertical clamp label on hem
edyzt04354;blk;test 1104;253;;dc;men;adult;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints off placement left shoulder^Screen printed label on center back neck^Vertical clamp label on hem
edyzt04355;blk;test 1105;253;;dc;men;adult;clothing;t-shirt;crew;casual;;Type: Long sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints centered on front chest & sleeves^Screen printed label on center back neck^Vertical clamp label on hem
edyzt04356;blk;test 1106;253;;dc;men;adult;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol Prints centered on front chest & back^Screen printed label on center back neck^Vertical clamp label on hem
edyzt04357;blk;test 1107;253;;dc;men;adult;clothing;t-shirt;crew;casual;;Type: Long sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Plastisol & puff Prints centered on front chest^Screen printed label on center back neck^Vertical clamp label on hem
edyzt04358;blk;test 1108;253;;dc;men;adult;clothing;t-shirt;crew;casual;;Type: Short sleeve tee^Fabric: 75% Cotton 25% recycled cotton jersey (200g/m2)^Fit: Standard^Neck: Crew neck^Suede puff Prints centered on front chest & back shoulder^Screen printed label on center back neck^Vertical clamp label on hem
