style;division;gender;category;parent_type;subtype_1;subtype_2;subtype_3;subtype_4;activity_use_1;activity_use_2;activity_use_3;age;sustainability_1;sustainability_2;sustainability_3;sustainability_certification;fabric_main_1;fabric_main_2;fabric_main_3;fabric_main_4;fabric_main_5;fabric_subtype;lining_1;lining_2;lining_3;filling;padding_material;technology_1;technology_2;technology_3;technology_4;technology_5;technology_6;prod_collection;size;dimension_height;dimension_length;dimension_width;volume;backpack_size;number_pocket_bag;straps_1;straps_2;straps_3;straps_4;straps_5;visor;lens_tint_1;lens_tint_2;fit_1;fit_2;fit_3;sleeve_length;leg_length;closure;waist;pocket_1;pocket_2;pocket_3;pocket_4;pocket_5;pocket_6;pocket_7;dress_length;hood;neck;reversible;denim_wash;print;footwear_height;outsole;insole;sole_type;top_shape_1;top_shape_2;top_shape_3;top_shape_4;top_shape_5;bottom_shape_1;bottom_shape_2;bottom_shape_3;bottom_shape_4;coverage_1;coverage_2;bra_impact;padding;uv_protection;wetsuit_type;thickness;water-temp;wetsuit_technology_1;wetsuit_technology_2;wetsuit_technology_3;wetsuit_seam_1;wetsuit_seam_2;wetsuit-entry;snow_activity;flex_rating;rocker;insulation_level;insulation_technology;waterproofing_level;waterproofing_technology;Lumina Comments
ELBSF00181;element;boys;clothing;sweatshirt;hoodie;;;;casual;;;8-16_years;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;element_x_smokey_bear;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBSF00182;element;boys;clothing;sweatshirt;hoodie;;;;casual;;;8-16_years;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBSF00183;element;boys;clothing;sweatshirt;hoodie;;;;casual;;;8-16_years;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBSF00184;element;boys;clothing;sweatshirt;hoodie;;;;casual;;;8-16_years;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;long_sleeve;;full_zip;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBSF00185;element;boys;clothing;sweatshirt;hoodie;;;;casual;;;8-16_years;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBSF00186;element;boys;clothing;sweatshirt;hoodie;;;;casual;;;8-16_years;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBSF00187;element;boys;clothing;sweatshirt;hoodie;;;;casual;;;8-16_years;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBSF00188;element;boys;clothing;sweatshirt;hoodie;;;;casual;;;8-16_years;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBSF00189;element;boys;clothing;sweatshirt;hoodie;;;;casual;;;8-16_years;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBSF00190;element;boys;clothing;sweatshirt;hoodie;;;;casual;;;8-16_years;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBSF00191;element;boys;clothing;sweatshirt;hoodie;;;;casual;;;8-16_years;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;element_x_timber;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBSF00192;element;boys;clothing;sweatshirt;hoodie;;;;casual;;;8-16_years;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;element_x_timber;;;;;;;;;;;;;;;;regular;;;long_sleeve;;full_zip;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBSF00195;element;boys;clothing;sweatshirt;hoodie;;;;casual;;;8-16_years;recycled;;;;cotton_blend;;;;;;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYSF00262;element;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;element_x_smokey_bear;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYSF00266;element;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYSF00267;element;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYSF00268;element;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYSF00269;element;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYSF00272;element;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYSF00273;element;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYSF00276;element;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYSF00279;element;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;element_x_timber;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYSF00280;element;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;element_x_timber;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYSF00281;element;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;element_x_timber;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELJSF00128;element;women;clothing;sweatshirt;hoodie;;;;casual;;;adult;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;mainline;;;;;;;;;;;;;;;;relax;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYSF00123;rvca;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYSF00124;rvca;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYSF00125;rvca;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYSF00126;rvca;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYSF00127;rvca;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYSF00128;rvca;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYSF00130;rvca;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVYSF00131;rvca;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EVJSF00108;rvca;women;clothing;sweatshirt;hoodie;;;;casual;;;adult;recycled;;;;cotton_blend;;;;;french_terry;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADBFT03074;dcshoes;boys;clothing;sweatshirt;hoodie;;;;casual;;;8-16_years;;;;;cotton;polyester;;;;french_terry;cotton;polyester;;;;;;;;;;lineguide;;;;;;;;;;;;;;;;standard ;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADBFT03076;dcshoes;boys;clothing;sweatshirt;hoodie;fleece;;;casual;;;8-16_years;;;;;cotton;polyester;;;;fleece;cotton;polyester;;;;;;;;;;lineguide;;;;;;;;;;;;;;;;standard ;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERGFT03999;roxy;girls;clothing;sweatshirt;hoodie;;;;casual;;;4-16_years;;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERGFT04000;roxy;girls;clothing;sweatshirt;hoodie;;;;casual;;;4-16_years;;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;long_sleeve;;full_zip;;pouch_pocket;;;;;;;;fixed_hood;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERGFT04003;roxy;girls;clothing;sweatshirt;hoodie;;;;casual;;;4-16_years;;;;;cotton;polyester;;;;terry;jersey;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADYFT03437;dcshoes;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;;;;;cotton;polyester;;;;french_terry;cotton;polyester;;;;;;;;;;lineguide;;;;;;;;;;;;;;;;standard ;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADYFT03438;dcshoes;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;;;;;cotton;polyester;;;;french_terry;cotton;polyester;;;;;;;;;;lineguide;;;;;;;;;;;;;;;;standard ;;;long_sleeve;;full_zip;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADYFT03439;dcshoes;men;clothing;sweatshirt;hoodie;fleece;;;casual;;;adult;;;;;cotton;polyester;;;;fleece;cotton;polyester;;;;;;;;;;lineguide;;;;;;;;;;;;;;;;standard ;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQYFT05050;quiksilver;men;clothing;sweatshirt;hoodie;fleece;;;casual;;;adult;;;;;cotton;polyester;;;;french_terry;;;;;;;;;;;;;;;;;;;;;;;;;;;;comfort ;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQYFT05052;quiksilver;men;clothing;sweatshirt;hoodie;fleece;;;casual;;;adult;;;;;cotton;polyester;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;comfort ;;;long_sleeve;;full_zip;;pouch_pocket;;;;;;;;fixed_hood;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJSF00178;billabong;women;clothing;sweatshirt;hoodie;;;;casual;;;adult;;;;;cotton;polyester;;;;;;;;;;;;;;;;core;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJFT04940;roxy;women;clothing;sweatshirt;hoodie;fleece;;;casual;;;adult;;;;;cotton;polyester;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;oversized;loose;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJFT04959;roxy;women;clothing;sweatshirt;hoodie;fleece;;;casual;;;adult;;;;;cotton;polyester;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJFT04960;roxy;women;clothing;sweatshirt;hoodie;fleece;;;casual;;;adult;;;;;cotton;polyester;;;;fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;relax;;;long_sleeve;;full_zip;;pouch_pocket;;;;;;;;fixed_hood;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQYFT05089;quiksilver;men;clothing;sweatshirt;hoodie;fleece;;;casual;;;adult;;;;;cotton;polyester;;;;french_terry;jersey;;;;;;;;;;;sportsline;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQYFT05094;quiksilver;men;clothing;sweatshirt;hoodie;fleece;;;casual;;;adult;;;;;cotton;polyester;;;;french_terry;jersey;;;;;;;;;;;sportsline;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQYFT05088;quiksilver;men;clothing;sweatshirt;fleece;;;;casual;active;;adult;;;;;cotton;polyester;;;;french_terry;;;;;;;;;;;;sportsline;;;;;;;;;;;;;;;;regular;;;long_sleeve;;full_zip;;pouch_pocket;;;;;;;;no_hood;mock;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQWFT03178;quiksilver;women;clothing;sweatshirt;hoodie;fleece;;;casual;;;adult;organic;recycled;;;cotton;polyester;;;;fleece;;;;;;;;;;;;beach_ready;;;;;;;;;;;;;;;;oversized;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADBWT03017;dcshoes;boys;clothing;sweatshirt;hoodie;;;;casual;;;8-16_years;;;;;stretch_cotton;;;;;corduroy;;;;;;;;;;;;lineguide;;;;;;;;;;;;;;;;standard ;;;long_sleeve;;half_zip;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADYWT03114;dcshoes;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;;;;;stretch_cotton;;;;;corduroy;;;;;;;;;;;;lineguide;;;;;;;;;;;;;;;;standard ;;;long_sleeve;;half_zip;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A411506;rvca;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;;;;;cotton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A481500;rvca;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;;;;;cotton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;long_sleeve;;full_zip;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23A411503;rvca;men;clothing;sweatshirt;hoodie;fleece;;;casual;;;adult;hemp;;;;hemp;cotton;;;;fleece;brushed_fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24A411500;billabong;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;;;;;cotton;polyester;;;;;;;;;;;;;;;;bong;;;;;;;;;;;;;;;;;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23MS411501;rvca;men;clothing;sweatshirt;hoodie;;;;casual;;;adult;;;;;cotton;polyester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;long_sleeve;;pull_through;;pouch_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24A411507;billabong;men;clothing;fleece_polar;fleece;;;;casual;;;adult;recycled;;;;4-way_stretch;polyester_blend;;;;polar_fleece;;;;;;;;;;;;adventure_division;;;;;;;;;;;;;;;;;;;long_sleeve;;half_zip;;pouch_pocket;;;;;;;;no_hood;mock;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQWFT03185;quiksilver;women;clothing;sweatshirt;fleece;;;;casual;;;adult;;;;;polyester;;;;;;;;;;;;;;;;;surf_to_city;;;;;;;;;;;;;;;;regular;;;long_sleeve;;button;;front_pocket;;;;;;;;no_hood;collar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQWFT03182;quiksilver;women;clothing;sweatshirt;fleece;sherpa;;;casual;;;adult;recycled;;;;polyester;;;;;fleece;;;;;;;;;;;;global_heat;;;;;;;;;;;;;;;;oversized;vintage;;sleeveless;;full_zip;;front_patch_pocket;;;;;;;;no_hood;crew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELBFT00133;element;boys;clothing;fleece_polar;hoodie;fleece;;;casual;;;8-16_years;pfc_free;;;;polyester;cotton;;;;polar_fleece;;;;;;water_repellent;;;;;;mainline;;;;;;;;;;;;;;;;relax;;;long_sleeve;;full_zip;;side_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYFT00194;element;men;clothing;fleece_polar;hoodie;fleece;;;casual;;;adult;pfc_free;;;;polyester;cotton;;;;polar_fleece;;;;;;water_repellent;;;;;;mainline;;;;;;;;;;;;;;;;relax;;;long_sleeve;;full_zip;;side_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBYFT00130;billabong;men;clothing;sweatshirt;;;;;casual;;;adult;;;;;cotton;;;;;;;;;;;;;;;;;burleigh;;;;;;;;;;;;;;;;original;;;long_sleeve;;half_zip;;side_pocket;;;;;;;;no_hood;mock;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJPF00109;billabong;women;clothing;fleece_polar;fleece;;;;casual;snow;;adult;;;;;polyester;;;;;polar_fleece;;;;;;;;;;;;wave_haze;;;;;;;;;;;;;;;;relax;;;long_sleeve;;half_zip;;side_pocket;;;;;;;;no_hood;mock;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBJPF00111;billabong;women;clothing;fleece_polar;fleece;;;;casual;;;adult;;;;;polyester;;;;;polar_fleece;;;;;;;;;;;;wave_haze;;;;;;;;;;;;;;;;relax;;;long_sleeve;;half_zip;;side_pocket;;;;;;;;no_hood;mock;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQBFT03934;quiksilver;boys;clothing;sweatshirt;fleece;;;;casual;snow;;8-16_years;recycled;;;;polyester;;;;;fleece;;;;;;;;;;;;mercury;;;;;;;;;;;;;;;;oversized;;;long_sleeve;;half_zip;;side_pocket;;;;;;;;no_hood;mock;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQKFT03402;quiksilver;boys;clothing;sweatshirt;fleece;;;;casual;;;2-7_years;recycled;;;;polyester;;;;;fleece;;;;;;;;;;;;global_heat;;;;;;;;;;;;;;;;comfort ;;;long_sleeve;;full_zip;;side_pocket;;;;;;;;no_hood;mock;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELYPF03000;element;men;clothing;fleece_polar;fleece;;;;casual;snow;;adult;recycled;;;;polyester;;;;;velour;;;;;;polartec;;;;;;esp_element_special_projects;;;;;;;;;;;;;;;;relax;;;long_sleeve;;pull_through;;side_pocket;;;;;;;;no_hood;mock;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQYFT05074;quiksilver;men;clothing;sweatshirt;fleece;;;;casual;;;adult;recycled;;;;polyester;;;;;fleece;;;;;;;;;;;;mercury;;;;;;;;;;;;;;;;oversized;;;long_sleeve;;half_zip;;side_pocket;;;;;;;;no_hood;mock;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UVYFT00333;rvca;men;clothing;sweatshirt;hoodie;fleece;;;casual;;;adult;;;;;cotton;polyester;;;;fleece;;;;;;;;;;;;benjamin_jeanjean;;;;;;;;;;;;;;;;relax;;;long_sleeve;;pull_through;;side_pocket;;;;;;;;fixed_hood;hood ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJPF03198;roxy;women;clothing;fleece_polar;fleece;sherpa;;;casual;snow;;adult;recycled;;;;polyester;;;;;polar_fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;oversized;;;long_sleeve;;half_zip;;side_pocket;;;;;;;;no_hood;mock;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERJPF03205;roxy;women;clothing;fleece_polar;fleece;sherpa;;;casual;snow;;adult;recycled;;;;polyester;;;;;polar_fleece;;;;;;;;;;;;;;;;;;;;;;;;;;;;oversized;;;long_sleeve;;half_zip;;side_pocket;;;;;;;;no_hood;mock;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERGPF03079;roxy;girls;clothing;sweatshirt;sherpa;;;;casual;snow;;4-16_years;recycled;;;;polyester;;;;;sherpa;;;;;;;;;;;;;;;;;;;;;;;;;;;;regular;;;long_sleeve;;half_zip;;side_pocket;;;;;;;;no_hood;mock;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
